,,Celastrus,Brexia,Denhamia,Elaeodendron,Euonymus,Maytenus,Parnassia,Paxistima,Plagiopteron,Siphonodon,Stackhousia,Tripterygium,Arbutus,Albizia,Cicer,Glycine,Lotus,Medicago,Pisum,Alnus,Quercus,Chrysolepis,Fagus,Coffea,Galium,Luculia,Nerium,Cryptocarya,Laurus,Annona,Cananga,Malesherbia,Paropsia,Passiflora,Turnera,Aporusa,Bischofia,Croizatia,Heywoodia,Lachnostylis,Phyllanthus,Abatia,Casearia,Dovyalis,Flacourtia,Idesia,Lunania,Poliothyrsis,Populus,Prockia,Salix,Scyphostegia,Gossypium,Sterculia,Terminalia,Clidemia,Eucalyptus,Myrtus,Prunus,Spiraea,Schinus,Cupaniopsis
,,Celastraceae_1,Celastraceae_2,Celastraceae_3,Celastraceae_4,Celastraceae_5,Celastraceae_6,Celastraceae_7,Celastraceae_8,Celastraceae_9,Celastraceae_10,Celastraceae_11,Celastraceae_12,Ericaceae_13,Fabaceae_14,Fabaceae_15,Fabaceae_16,Fabaceae_17,Fabaceae_18,Fabaceae_19,Betulaceae_20,Fagaceae_21,Fagaceae_22,Fagaceae_23,Rubiaceae_24,Rubiaceae_25,Rubiaceae_26,Apocynaceae_27,Lauraceae_28,Lauraceae_29,Annonaceae_30,Annonaceae_31,Passifloraceae_32,Passifloraceae_33,Passifloraceae_34,Passifloraceae_35,Phyllanthaceae_36,Phyllanthaceae_37,Phyllanthaceae_38,Phyllanthaceae_39,Phyllanthaceae_40,Phyllanthaceae_41,Salicaceae_42,Salicaceae_43,Salicaceae_44,Salicaceae_45,Salicaceae_46,Salicaceae_47,Salicaceae_48,Salicaceae_49,Salicaceae_50,Salicaceae_51,Salicaceae_52,Malvaceae_53,Malvaceae_54,Combretaceae_55,Melastomataceae_56,Myrtaceae_57,Myrtaceae_58,Rosaceae_59,Rosaceae_60,Anacardiaceae_61,Sapindaceae_62
Annona,Annonaceae_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10918276,0.10833375,1,0.56706024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cananga,Annonaceae_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11577066,0.11481656,0.56706024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malesherbia,Passifloraceae_32,0.41012502,0.42452329,0.41610558,0.42529634,0.43077833,0.43166246,0.39267945,0.43239358,0.41896315,0.42075443,0.36133772,0.43025027,0.31472267,0.42083695,0.35390124,0.33856118,0.33940169,0.35883939,0.35459093,0.44602296,0.42342489,0.42599667,0.43355006,0.30804139,0.26275041,0.32551595,0.31676976,0,0,0,0,1,0.82145861,0.76483275,0.682234999,0.57740074,0.6031596,0.581286895,0.58999774,0.56725081,0.5650516,0.61303348,0.62264821,0.63957517,0.63812981,0.63869472,0.634890597,0.63480576,0.63141426,0.63061154,0.619950295,0.625923896,0.39370099,0.40274367,0.39340927,0.337139796,0.41057447,0.408509297,0.431343395,0.42884385,0.40763039,0.39532235
Paropsia,Passifloraceae_33,0.41215201,0.42669548,0.41819227,0.42747647,0.43301517,0.43390851,0.39453728,0.43464728,0.42107867,0.42288813,0.36291022,0.43248162,0.31643507,0.42315479,0.35553896,0.340059697,0.34090768,0.36052323,0.35623505,0.44862739,0.4257714,0.42837185,0.43601046,0.30968167,0.26394287,0.32734816,0.31850457,0,0,0,0,0.82145861,1,0.86933664,0.72404645,0.58043111,0.60646716,0.5843583,0.59316214,0.57017531,0.56795341,0.61623607,0.62595232,0.64306188,0.64160073,0.64217181,0.63832628,0.63824052,0.63481232,0.63400094,0.62322576,0.62926296,0.39586034,0.40500364,0.39556541,0.33872202,0.41292343,0.41083462,0.43377874,0.43125097,0.40994569,0.39749957
Passiflora,Passifloraceae_34,0.383774899,0.39635409,0.38900676,0.39702787,0.40180124,0.40257031,0.36845718,0.40320614,0.39150313,0.39306686,0.34072626,0.40134179,0.29261568,0.39094144,0.33251781,0.31893994,0.31968574,0.33687356,0.333126596,0.41258419,0.39317378,0.39539024,0.40188898,0.28683143,0.24716108,0.30192349,0.29438448,0,0,0,0,0.76483275,0.86933664,1,0.68194157,0.53817426,0.56048447,0.54154879,0.54910162,0.52934604,0.52743043,0.57156376,0.57991282,0.59456862,0.59331932,0.59380765,0.59051806,0.59044467,0.58750952,0.58681449,0.57757185,0.58275327,0.36584079,0.37363628,0.36558889,0.31649983,0.38036662,0.378593496,0.39999213,0.39784182,0.37783848,0.367240397
Turnera,Passifloraceae_35,0.34237342,0.35234965,0.34653123,0.35288202,0.35664786,0.35725367,0.33012965,0.35775431,0.34851082,0.34974942,0.30769224,0.35628583,0.25844739,0.34483579,0.29856443,0.28757203,0.28817821,0.30207138,0.29905515,0.36156547,0.34657147,0.348292497,0.35332537,0.25392467,0.22233328,0.26568152,0.25982625,0,0,0,0,0.682234999,0.72404645,0.68194157,1,0.47716196,0.494618299,0.47981284,0.48573239,0.47020904,0.46869692,0.50701114,0.51356999,0.52503117,0.52405677,0.524437697,0.52187015,0.52181283,0.51951904,0.51897549,0.51173315,0.51579645,0.32284191,0.32889745,0.32264573,0.28379895,0.33410129,0.3327325,0.35185841,0.35019341,0.33214918,0.32393136
Aporusa,Phyllanthaceae_36,0.434789798,0.4510062,0.44151723,0.45187881,0.45807249,0.45907233,0.41523283,0.45989934,0.44473583,0.4467548,0.38034742,0.45747544,0.33567555,0.44921905,0.37375977,0.35669136,0.35762443,0.37927197,0.37452911,0.4780331,0.45216905,0.45510306,0.46373435,0.32808576,0.27719568,0.347981899,0.33800529,0,0,0,0,0.57740074,0.58043111,0.53817426,0.47716196,1,0.82058273,0.70802763,0.71933345,0.68985613,0.68701409,0.61141252,0.62162354,0.63965004,0.63810831,0.63871083,0.634654799,0.63456439,0.63095108,0.63009623,0.61875624,0.62510705,0.42013563,0.43044932,0.41980344,0.35633936,0.43940655,0.43704198,0.46121062,0.45835408,0.43603615,0.42198255
Bischofia,Phyllanthaceae_37,0.45415916,0.47188203,0.461504398,0.47283738,0.47962323,0.48071948,0.43286357,0.4816264,0.46502216,0.46722998,0.39508757,0.47896872,0.35230913,0.47178321,0.38924933,0.37077186,0.37178015,0.39523153,0.39008383,0.50366733,0.47503809,0.47827744,0.48781936,0.34395787,0.28844137,0.36588999,0.35487637,0,0,0,0,0.6031596,0.60646716,0.56048447,0.494618299,0.82058273,1,0.74198749,0.75441338,0.72205556,0.71894262,0.64037152,0.65158158,0.67141518,0.66971672,0.67038044,0.66591362,0.66581408,0.66183725,0.66089672,0.64843196,0.65540998,0.44114102,0.45252575,0.44077479,0.37133601,0.4624359,0.45981772,0.48502746,0.48186929,0.45870446,0.44317767
Croizatia,Phyllanthaceae_38,0.43771214,0.45415139,0.44453102,0.45503622,0.46131736,0.46233143,0.41789738,0.46317024,0.44779387,0.44984077,0.38258186,0.46071183,0.33817497,0.45260775,0.37610267,0.35882455,0.35976882,0.3816847,0.37688169,0.48187233,0.45560259,0.45858146,0.46734647,0.33047302,0.27889787,0.35066867,0.34053966,0,0,0,0,0.581286895,0.5843583,0.54154879,0.47981284,0.70802763,0.74198749,1,0.81268076,0.82374242,0.75647901,0.61577172,0.62613009,0.64442276,0.64285796,0.64346949,0.63935299,0.63926124,0.63559439,0.63472692,0.62322117,0.62966444,0.42329084,0.43376194,0.42295364,0.35860651,0.44285903,0.44045725,0.46478338,0.46188255,0.43943567,0.42516566
Heywoodia,Phyllanthaceae_39,0.444262397,0.46120687,0.45128852,0.46211943,0.46859904,0.46964541,0.42386397,0.47051099,0.45465171,0.45676193,0.38757659,0.46797425,0.34379035,0.46022349,0.38134648,0.36359457,0.36456415,0.38708644,0.3821474,0.49051413,0.46332029,0.46640129,0.47547073,0.33583351,0.28270612,0.35671034,0.34623451,0,0,0,0,0.58999774,0.59316214,0.54910162,0.48573239,0.71933345,0.75441338,0.81268076,1,0.79134773,0.76827774,0.62555546,0.63624846,0.65514606,0.65352882,0.65416083,0.64990685,0.64981204,0.64602352,0.64512737,0.63324499,0.639898298,0.43038103,0.44121034,0.43003244,0.36368233,0.45062593,0.44813941,0.472818,0.46981634,0.44708191,0.43231933
Lachnostylis,Phyllanthaceae_40,0.42715693,0.44279872,0.43364847,0.44363983,0.44960822,0.45057141,0.40826567,0.45136806,0.43675296,0.43869995,0.37449352,0.44903302,0.32916425,0.44039411,0.3676304,0.35110485,0.35200888,0.372962,0.36837469,0.46805233,0.44322899,0.44604776,0.45433586,0.32186285,0.27274044,0.340989395,0.33140419,0,0,0,0,0.56725081,0.57017531,0.52934604,0.47020904,0.68985613,0.72205556,0.82374242,0.79134773,1,0.73749719,0.60004339,0.60987514,0.62721719,0.62573474,0.62631411,0.62241352,0.62232656,0.61885089,0.61802849,0.60711496,0.61322786,0.41191781,0.42182721,0.41159848,0.35041014,0.43042562,0.42815647,0.45191312,0.44917025,0.42719108,0.41369303
Phyllanthus,Phyllanthaceae_41,0.42550305,0.44102175,0.43194403,0.44185611,0.44777629,0.44873164,0.40675458,0.44952178,0.43502409,0.43695565,0.373221698,0.44720576,0.32775661,0.43848688,0.36630039,0.34989153,0.35078931,0.37159321,0.36703931,0.4658986,0.44129718,0.44409135,0.45230624,0.32051683,0.27177331,0.33947903,0.32997736,0,0,0,0,0.5650516,0.56795341,0.52743043,0.46869692,0.68701409,0.71894262,0.75647901,0.76827774,0.73749719,1,0.59758311,0.60733374,0.62452953,0.62305974,0.62363416,0.61976678,0.61968056,0.6162343,0.61541884,0.60459647,0.61065851,0.410141598,0.4199647,0.40982502,0.34912395,0.42848658,0.42623778,0.44990504,0.44718642,0.42528101,0.41190151
Abatia,Salicaceae_42,0.43280468,0.44887061,0.43947035,0.44973496,0.45586962,0.45685985,0.41342191,0.45767891,0.44265907,0.44465919,0.37882745,0.45527829,0.33397977,0.44692029,0.37216706,0.35524052,0.356166,0.37763204,0.37292986,0.47543084,0.44984008,0.45274384,0.46128504,0.32646561,0.27603828,0.34615984,0.33628596,0,0,0,0,0.61303348,0.61623607,0.57156376,0.50701114,0.61141252,0.64037152,0.61577172,0.62555546,0.60004339,0.59758311,1,0.76385719,0.89500745,0.89286113,0.8807654,0.77978971,0.87507628,0.87011834,0.93421659,0.85338332,0.81476234,0.41799515,0.42820273,0.41766634,0.35479838,0.43706575,0.43472624,0.45878782,0.45596113,0.43373103,0.41982326
Casearia,Salicaceae_43,0.43958345,0.45616623,0.44646122,0.45705893,0.46339643,0.46441967,0.41960278,0.46526608,0.44975257,0.45181746,0.3840107,0.46278543,0.33977735,0.45478061,0.37760182,0.36018888,0.36114036,0.38322878,0.37838708,0.48433602,0.45780436,0.460812196,0.46966351,0.33200309,0.27998684,0.35239194,0.34216458,0,0,0,0,0.62264821,0.62595232,0.57991282,0.51356999,0.62162354,0.65158158,0.62613009,0.63624846,0.60987514,0.60733374,0.76385719,1,0.79956722,0.797616498,0.79837884,0.8992955,0.79313289,0.78856213,0.78748085,0.77314057,0.78117088,0.42531386,0.43588654,0.42497343,0.36005743,0.44507391,0.44264811,0.46707501,0.464145596,0.44161635,0.42720668
Dovyalis,Salicaceae_44,0.45151695,0.46903024,0.45877629,0.46997405,0.47667739,0.477760196,0.43046269,0.47865598,0.46225243,0.46443397,0.39308648,0.47603089,0.35003073,0.46869075,0.387141799,0.36885918,0.36985708,0.39305891,0.38796728,0.50014432,0.47190295,0.47509955,0.48451384,0.34178588,0.28691238,0.36343317,0.35256476,0,0,0,0,0.63957517,0.64306188,0.59456862,0.52503117,0.63965004,0.67141518,0.64442276,0.65514606,0.62721719,0.62452953,0.89500745,0.79956722,1,0.94941185,0.92312111,0.81704127,0.916873597,0.91143219,0.92351123,0.89308702,0.85307454,0.43826274,0.44949751,0.43790128,0.36929446,0.45927403,0.45669143,0.48175954,0.47864365,0.45559324,0.44027285
Flacourtia,Salicaceae_45,0.45049801,0.46793081,0.45772436,0.46887021,0.47554187,0.47661951,0.42953646,0.47751102,0.46118452,0.46335596,0.39231397,0.47489844,0.34915289,0.46749939,0.38632859,0.36812089,0.369114796,0.39222068,0.38715061,0.49878793,0.47069523,0.47387543,0.48324079,0.34094885,0.28632231,0.362486899,0.35167417,0,0,0,0,0.63812981,0.64160073,0.59331932,0.52405677,0.63810831,0.66971672,0.64285796,0.65352882,0.62573474,0.62305974,0.89286113,0.797616498,0.94941185,1,0.92080456,0.81500447,0.91458826,0.90917387,0.92122619,0.89091858,0.85098116,0.43715385,0.44833111,0.43679422,0.36850681,0.45805642,0.45548745,0.48050091,0.47740123,0.45439504,0.43915378
Idesia,Salicaceae_46,0.45089626,0.46836049,0.45813549,0.46930161,0.47598565,0.47706531,0.42989849,0.47795848,0.46160189,0.46377728,0.39261595,0.47534102,0.34949593,0.46796494,0.38664646,0.36840949,0.36940496,0.39254832,0.38746983,0.49931792,0.47116718,0.47435377,0.48373824,0.34127596,0.28655296,0.36285666,0.35202219,0,0,0,0,0.63869472,0.64217181,0.59380765,0.524437697,0.63871083,0.67038044,0.64346949,0.65416083,0.62631411,0.62363416,0.8807654,0.79837884,0.92312111,0.92080456,1,0.81580042,0.93975621,0.94388405,0.90877332,0.92491378,0.85179924,0.43758718,0.448786895,0.43722683,0.36881468,0.4585322,0.45595791,0.48099273,0.47788672,0.45486324,0.43959108
Lunania,Salicaceae_47,0.44821442,0.46546755,0.45536711,0.46639707,0.47299804,0.47406418,0.42745994,0.47494614,0.45879159,0.46094051,0.39058103,0.47236148,0.34718712,0.46483188,0.38450516,0.36646492,0.36744989,0.39034134,0.38531943,0.49575256,0.46799123,0.47113487,0.48039116,0.33907412,0.28499903,0.36036857,0.34967999,0,0,0,0,0.634890597,0.63832628,0.59051806,0.52187015,0.634654799,0.66591362,0.63935299,0.64990685,0.62241352,0.61976678,0.77978971,0.8992955,0.81704127,0.81500447,0.81580042,1,0.81032382,0.80555336,0.80442502,0.78946685,0.79784172,0.43467089,0.44571994,0.43431533,0.36674085,0.45533107,0.4527925,0.4776834,0.47461985,0.45171296,0.43664811
Poliothyrsis,Salicaceae_48,0.44815461,0.46540305,0.45530538,0.46633231,0.47293144,0.47399727,0.42740555,0.47487899,0.45872893,0.46087726,0.39053561,0.47229505,0.34713566,0.46476206,0.38445739,0.36642152,0.36740626,0.39029211,0.38527145,0.49567315,0.46792046,0.47106315,0.480316595,0.33902505,0.28496436,0.36031314,0.34962779,0,0,0,0,0.63480576,0.63824052,0.59044467,0.52181283,0.63456439,0.66581408,0.63926124,0.64981204,0.62232656,0.61968056,0.87507628,0.79313289,0.916873597,0.91458826,0.93975621,0.81032382,1,0.9279539,0.90271787,0.90942577,0.84616987,0.43460591,0.44565161,0.43425045,0.36669459,0.45525976,0.45272198,0.47760968,0.47454706,0.45164278,0.43658253
Populus,Salicaceae_49,0.44576363,0.46282501,0.452837697,0.46374399,0.47026955,0.47132341,0.425230297,0.47219519,0.456224096,0.45834897,0.38871867,0.46964031,0.34507988,0.46197285,0.382546799,0.36468558,0.365661,0.38832323,0.38335278,0.49250184,0.46509332,0.46819802,0.47733815,0.33706393,0.28357753,0.35809881,0.34754247,0,0,0,0,0.63141426,0.63481232,0.58750952,0.51951904,0.63095108,0.66183725,0.63559439,0.64602352,0.61885089,0.6162343,0.87011834,0.78856213,0.91143219,0.90917387,0.94388405,0.80555336,0.9279539,1,0.89744271,0.93885078,0.84126538,0.43200952,0.44292198,0.43165829,0.364844499,0.45241155,0.44990533,0.47466461,0.47163953,0.4488395,0.43396255
Prockia,Salicaceae_50,0.44519771,0.46221497,0.45225368,0.46313153,0.46963974,0.47069078,0.42471528,0.47156022,0.45563132,0.45775067,0.38828826,0.46901218,0.34459365,0.46131321,0.38209438,0.364274399,0.36524762,0.38785705,0.38289845,0.49175222,0.46442476,0.46752051,0.47663395,0.33660002,0.28324909,0.35757523,0.34704929,0,0,0,0,0.63061154,0.63400094,0.58681449,0.51897549,0.63009623,0.66089672,0.63472692,0.64512737,0.61802849,0.61541884,0.93421659,0.78748085,0.92351123,0.92122619,0.90877332,0.80442502,0.90271787,0.89744271,1,0.87965087,0.84010521,0.43139547,0.44227654,0.43104524,0.36440645,0.45173818,0.449239397,0.47396826,0.47095203,0.44817672,0.43334294
Salix,Salicaceae_51,0.43768135,0.45411824,0.44449926,0.45500294,0.46128315,0.46229707,0.41786931,0.46313576,0.44776164,0.44980824,0.38255834,0.46067771,0.33814861,0.45257202,0.37607799,0.35880209,0.35974624,0.38165929,0.37685691,0.48183182,0.45556637,0.45854478,0.46730837,0.33044785,0.27887995,0.35064033,0.34051293,0,0,0,0,0.619950295,0.62322576,0.57757185,0.51173315,0.61875624,0.64843196,0.62322117,0.63324499,0.60711496,0.60459647,0.85338332,0.77314057,0.89308702,0.89091858,0.92491378,0.78946685,0.90942577,0.93885078,0.87965087,1,0.82472027,0.42325756,0.433727,0.42292042,0.35858263,0.44282261,0.44042123,0.46474569,0.46184534,0.43939981,0.42513209
Scyphostegia,Salicaceae_52,0.44189288,0.45865367,0.44884367,0.45955615,0.46596358,0.466998198,0.42170653,0.46785404,0.45217038,0.45425758,0.38577195,0.46534579,0.34175693,0.45746532,0.37945078,0.36187086,0.36283126,0.38513339,0.38024376,0.48738218,0.460524995,0.4635688,0.47252736,0.33389286,0.28132964,0.354521697,0.34417215,0,0,0,0,0.625923896,0.62926296,0.58275327,0.51579645,0.62510705,0.65540998,0.62966444,0.639898298,0.61322786,0.61065851,0.81476234,0.78117088,0.85307454,0.85098116,0.85179924,0.79784172,0.84616987,0.84126538,0.84010521,0.82472027,1,0.42781332,0.43851219,0.42746888,0.36184712,0.44781176,0.44535611,0.46990728,0.46694235,0.444311697,0.4297285
Gossypium,Malvaceae_53,0.39314511,0.40848997,0.39950476,0.40931713,0.41519254,0.4161417,0.37470722,0.41692695,0.40255052,0.404462099,0.34200124,0.41462584,0.35238187,0.44329038,0.36572765,0.34836388,0.349311395,0.37134934,0.36651186,0.47325559,0.44634933,0.44939369,0.45836131,0.34402721,0.28849013,0.36596845,0.35495018,0,0,0,0,0.39370099,0.39586034,0.36584079,0.32284191,0.42013563,0.44114102,0.42329084,0.43038103,0.41191781,0.410141598,0.41799515,0.42531386,0.43826274,0.43715385,0.43758718,0.43467089,0.43460591,0.43200952,0.43139547,0.42325756,0.42781332,1,0.88693921,0.453561396,0.38209571,0.47585575,0.473161,0.45573744,0.45276935,0.53658763,0.51842076
Sterculia,Malvaceae_54,0.40216199,0.41823318,0.40881917,0.41910031,0.42526205,0.42625786,0.38288937,0.42708179,0.41200917,0.41401187,0.34880442,0.42466755,0.36139502,0.45478777,0.37351826,0.35542516,0.35641153,0.37938393,0.37433628,0.48638291,0.45800803,0.46121408,0.47066461,0.35261282,0.29450327,0.37569962,0.36409689,0,0,0,0,0.40274367,0.40500364,0.37363628,0.32889745,0.43044932,0.45252575,0.43376194,0.44121034,0.42182721,0.4199647,0.42820273,0.43588654,0.44949751,0.44833111,0.448786895,0.44571994,0.44565161,0.44292198,0.44227654,0.433727,0.43851219,0.88693921,1,0.465259198,0.39036399,0.48874815,0.48590584,0.46789841,0.46477035,0.55100496,0.53186615
Terminalia,Combretaceae_55,0.39285422,0.40817593,0.39920438,0.40900182,0.41486811,0.41581579,0.37444296,0.41659981,0.40224554,0.40415422,0.34178109,0.4143023,0.35209187,0.44292058,0.365475896,0.34813546,0.34908173,0.37108979,0.36625903,0.47283413,0.44597441,0.44901364,0.45796594,0.34375079,0.28829573,0.36565566,0.35465593,0,0,0,0,0.39340927,0.39556541,0.36558889,0.32264573,0.41980344,0.44077479,0.42295364,0.43003244,0.41159848,0.40982502,0.41766634,0.42497343,0.43790128,0.43679422,0.43722683,0.43431533,0.43425045,0.43165829,0.43104524,0.42292042,0.42746888,0.453561396,0.465259198,1,0.54546372,0.67919508,0.67535216,0.45534658,0.45238357,0.47160766,0.45565409
Clidemia,Melastomataceae_56,0.33673209,0.34792648,0.34138676,0.34852637,0.35277711,0.35346211,0.32311428,0.35402847,0.34360835,0.34500015,0.29849892,0.3523679,0.29702978,0.3728578,0.31641514,0.30333441,0.30405255,0.32061434,0.31700196,0.39383211,0.37501956,0.37716631,0.38346279,0.29107148,0.25030296,0.30662513,0.29885251,0,0,0,0,0.337139796,0.33872202,0.31649983,0.28379895,0.35633936,0.37133601,0.35860651,0.36368233,0.35041014,0.34912395,0.35479838,0.36005743,0.36929446,0.36850681,0.36881468,0.36674085,0.36669459,0.364844499,0.36440645,0.35858263,0.36184712,0.38209571,0.39036399,0.54546372,1,0.59795667,0.59512536,0.38162465,0.37954121,0.39482328,0.38357981
Eucalyptus,Myrtaceae_57,0.40996996,0.42668422,0.41689038,0.42758679,0.43400251,0.43503973,0.38996035,0.43589799,0.42020809,0.42229149,0.35466288,0.43338334,0.36923747,0.46479833,0.38024431,0.36151007,0.36253055,0.38632485,0.38109209,0.49785025,0.46816245,0.47151276,0.48139457,0.36007482,0.2996904,0.38418248,0.37205833,0,0,0,0,0.41057447,0.41292343,0.38036662,0.33410129,0.43940655,0.4624359,0.44285903,0.45062593,0.43042562,0.42848658,0.43706575,0.44507391,0.45927403,0.45805642,0.4585322,0.45533107,0.45525976,0.45241155,0.45173818,0.44282261,0.44781176,0.47585575,0.48874815,0.67919508,0.59795667,1,0.89549662,0.478501197,0.47523026,0.49575863,0.47815975
Myrtus,Myrtaceae_58,0.40791085,0.42445424,0.41476134,0.42534739,0.43169559,0.432721797,0.38809687,0.43357093,0.41804512,0.42010707,0.35312081,0.43108298,0.36716585,0.46215341,0.37847233,0.35990803,0.36091947,0.38449588,0.37931221,0.49481701,0.4654792,0.46879108,0.47855796,0.35810446,0.29832424,0.38194028,0.36995503,0,0,0,0,0.408509297,0.41083462,0.378593496,0.3327325,0.43704198,0.45981772,0.44045725,0.44813941,0.42815647,0.42623778,0.43472624,0.44264811,0.45669143,0.45548745,0.45595791,0.4527925,0.45272198,0.44990533,0.449239397,0.44042123,0.44535611,0.473161,0.48590584,0.67535216,0.59512536,0.89549662,1,0.47569849,0.47246563,0.49283444,0.47543892
Prunus,Rosaceae_59,0.430716596,0.44803828,0.43789074,0.44897313,0.45561673,0.45669054,0.40995553,0.45757902,0.44132898,0.44348769,0.373267896,0.45497568,0.36385934,0.52596379,0.43144216,0.41043047,0.41157565,0.43825649,0.432392397,0.570663899,0.53714032,0.54092667,0.55208989,0.35495844,0.2961377,0.37836361,0.36659832,0,0,0,0,0.431343395,0.43377874,0.39999213,0.35185841,0.46121062,0.48502746,0.46478338,0.472818,0.45191312,0.44990504,0.45878782,0.46707501,0.48175954,0.48050091,0.48099273,0.4776834,0.47760968,0.47466461,0.47396826,0.46474569,0.46990728,0.45573744,0.46789841,0.45534658,0.38162465,0.478501197,0.47569849,1,0.81875224,0.47450711,0.45791143
Spiraea,Rosaceae_60,0.42822428,0.4453421,0.43531496,0.44626572,0.45282885,0.45388955,0.40769706,0.45476715,0.43871272,0.44084584,0.37139465,0.45219562,0.36151123,0.52252195,0.42912351,0.40833161,0.40946509,0.43586422,0.43006355,0.56667002,0.53360044,0.53733688,0.54835092,0.35272346,0.29458044,0.37582522,0.36421485,0,0,0,0,0.42884385,0.43125097,0.39784182,0.35019341,0.45835408,0.48186929,0.46188255,0.46981634,0.44917025,0.44718642,0.45596113,0.464145596,0.47864365,0.47740123,0.47788672,0.47461985,0.47454706,0.47163953,0.47095203,0.46184534,0.46694235,0.45276935,0.46477035,0.45238357,0.37954121,0.47523026,0.47246563,0.81875224,1,0.47129037,0.45491506
Schinus,Anacardiaceae_61,0.40703451,0.42350546,0.41385535,0.42439462,0.43071419,0.43173574,0.38730351,0.432580997,0.41712475,0.4191776,0.35246389,0.43010436,0.36628493,0.46102883,0.37771779,0.35922563,0.36023324,0.38371716,0.37855433,0.49352807,0.464338398,0.46763401,0.47735223,0.35726644,0.29774242,0.38098713,0.36906069,0,0,0,0,0.40763039,0.40994569,0.37783848,0.33214918,0.43603615,0.45870446,0.43943567,0.44708191,0.42719108,0.42528101,0.43373103,0.44161635,0.45559324,0.45439504,0.45486324,0.45171296,0.45164278,0.4488395,0.44817672,0.43939981,0.444311697,0.53658763,0.55100496,0.47160766,0.39482328,0.49575863,0.49283444,0.47450711,0.47129037,1,0.72454795
Cupaniopsis,Sapindaceae_62,0.39476189,0.410235699,0.40117438,0.41106995,0.41699615,0.41795359,0.37617562,0.418745699,0.40424575,0.4061735,0.34322408,0.41642453,0.35399457,0.44534698,0.36712638,0.34963273,0.35058716,0.37279149,0.36791661,0.47560036,0.44843447,0.45150745,0.46056047,0.34556417,0.28957013,0.36770821,0.35658652,0,0,0,0,0.39532235,0.39749957,0.367240397,0.32393136,0.42198255,0.44317767,0.42516566,0.43231933,0.41369303,0.41190151,0.41982326,0.42720668,0.44027285,0.43915378,0.43959108,0.43664811,0.43658253,0.43396255,0.43334294,0.42513209,0.4297285,0.51842076,0.53186615,0.45565409,0.38357981,0.47815975,0.47543892,0.45791143,0.45491506,0.72454795,1
