,,Celastrus,Brexia,Denhamia,Elaeodendron,Euonymus,Maytenus,Parnassia,Paxistima,Plagiopteron,Siphonodon,Stackhousia,Tripterygium,Arbutus,Albizia,Cicer,Glycine,Lotus,Medicago,Pisum,Alnus,Quercus,Chrysolepis,Fagus,Coffea,Galium,Luculia,Nerium,Cryptocarya,Laurus,Annona,Cananga,Malesherbia,Paropsia,Passiflora,Turnera,Aporusa,Bischofia,Croizatia,Heywoodia,Lachnostylis,Phyllanthus,Abatia,Casearia,Dovyalis,Flacourtia,Idesia,Lunania,Poliothyrsis,Populus,Prockia,Salix,Scyphostegia,Gossypium,Sterculia,Terminalia,Clidemia,Eucalyptus,Myrtus,Prunus,Spiraea,Schinus,Cupaniopsis
,,Celastraceae_1,Celastraceae_2,Celastraceae_3,Celastraceae_4,Celastraceae_5,Celastraceae_6,Celastraceae_7,Celastraceae_8,Celastraceae_9,Celastraceae_10,Celastraceae_11,Celastraceae_12,Ericaceae_13,Fabaceae_14,Fabaceae_15,Fabaceae_16,Fabaceae_17,Fabaceae_18,Fabaceae_19,Betulaceae_20,Fagaceae_21,Fagaceae_22,Fagaceae_23,Rubiaceae_24,Rubiaceae_25,Rubiaceae_26,Apocynaceae_27,Lauraceae_28,Lauraceae_29,Annonaceae_30,Annonaceae_31,Passifloraceae_32,Passifloraceae_33,Passifloraceae_34,Passifloraceae_35,Phyllanthaceae_36,Phyllanthaceae_37,Phyllanthaceae_38,Phyllanthaceae_39,Phyllanthaceae_40,Phyllanthaceae_41,Salicaceae_42,Salicaceae_43,Salicaceae_44,Salicaceae_45,Salicaceae_46,Salicaceae_47,Salicaceae_48,Salicaceae_49,Salicaceae_50,Salicaceae_51,Salicaceae_52,Malvaceae_53,Malvaceae_54,Combretaceae_55,Melastomataceae_56,Myrtaceae_57,Myrtaceae_58,Rosaceae_59,Rosaceae_60,Anacardiaceae_61,Sapindaceae_62
Annona,Annonaceae_30,0.68660134,0.39142731,0.72237991,0.68421895,0.39088465,0.72089041,0.46322323,0.74548361,0.74196705,0.74810586,0.61132175,0.74469109,0.51313548,0.47062842,0.74386595,0.85853659,0.73952594,0.52238489,0.77334374,0.42633835,0.40446052,0.448589999,0.66391481,0.61434913,0.56012717,0.71938848,0.445849396,0.37545788,0.33125571,0,0.23243019,0.63829904,0.64273579,0.60867917,0.60905098,0.73046833,0.55718245,0.84769032,0.817614499,0.81994355,0.44758444,0.72286757,0.65721193,0.72599104,0.717625899,0.61584886,0.66372361,0.72232064,0.51786662,0.72168661,0.64774854,0.72674483,0.45330884,0.31317014,0.45580791,0.53237864,0.69406417,0.38860301,0.74208278,0.40616477,0.49606609,0.39351975
Cananga,Annonaceae_31,0.56286746,0.28191005,0.59723373,0.56307676,0.28401522,0.59520481,0.36465499,0.61701797,0.63182172,0.61503806,0.49421344,0.62047538,0.35212137,0.478038099,0.71555857,0.86370909,0.67100381,0.4154757,0.67286228,0.30284663,0.27343851,0.29737996,0.52315642,0.50654066,0.46610818,0.64343533,0.35386355,0.27065806,0.23129112,0.23243019,0,0.54503596,0.54706065,0.53050231,0.530957298,0.61626278,0.43322127,0.75960141,0.6991655,0.703432897,0.34907884,0.62592843,0.53437921,0.63122442,0.6383509,0.49085054,0.56813493,0.62782618,0.41373795,0.62946452,0.55275966,0.63146976,0.34406487,0.16383868,0.36253527,0.43130039,0.64395222,0.367787299,0.60530519,0.27243229,0.398899,0.28039301
Malesherbia,Passifloraceae_32,0.27338525,0.59963623,0.34395604,0.26158666,0.60570647,0.34178026,0.63443375,0.42347618,0.40194817,0.42098722,0.44315528,0.42782315,0.37762773,0.68191372,0.73320619,0.93180828,0.72037756,0.38145085,0.56664212,0.62722818,0.617663499,0.42737324,0.49889838,0.643083299,0.52153945,0.67952486,0.45917477,0.5376479,0.49964522,0.63829904,0.54503596,0,0.15338233,0.38304814,0.36191033,0.28861906,0.34217825,0.52007591,0.44672052,0.44880826,0.56256653,0.25866349,0.19916898,0.2565586,0.28360282,0.46720293,0.13438892,0.25981753,0.56019569,0.26687785,0.27308181,0.25709432,0.4677998,0.53082192,0.69298401,0.59586179,0.782181297,0.69183213,0.46637944,0.60599834,0.56113206,0.61674106
Paropsia,Passifloraceae_33,0.27784355,0.59934319,0.348494496,0.26838639,0.60299576,0.34437267,0.63668818,0.424887397,0.41149153,0.42780466,0.45067684,0.43031267,0.43228014,0.68233468,0.73740276,0.93207602,0.71237571,0.44760772,0.56697477,0.62081106,0.614788,0.47529195,0.49631974,0.63791114,0.53340256,0.63354471,0.50657102,0.54769395,0.50972214,0.64273579,0.54706065,0.15338233,0,0.38089256,0.36419664,0.29165071,0.34763821,0.52002783,0.44586963,0.44727238,0.56240333,0.256489,0.2084172,0.26164058,0.28219341,0.46551347,0.12607705,0.25372098,0.60038147,0.25676882,0.28039233,0.26287586,0.51502048,0.56894899,0.69029917,0.59446229,0.73810752,0.69059875,0.46454091,0.60262085,0.55950223,0.61751071
Passiflora,Passifloraceae_34,0.51943419,0.41325674,0.56630353,0.51307025,0.41198287,0.56523643,0.44221633,0.61629902,0.60780378,0.61522445,0.61109293,0.61985294,0.42926747,0.46614739,0.71021038,0.87075268,0.70489205,0.43785196,0.57500295,0.44038364,0.43004602,0.46831699,0.47045573,0.593442295,0.40178238,0.56799123,0.49037773,0.52743085,0.48591763,0.60867917,0.53050231,0.38304814,0.38089256,0,0.43080046,0.5383519,0.53918052,0.67771713,0.62368697,0.62592105,0.35163241,0.52490751,0.4733765,0.52413153,0.54169142,0.62582057,0.44257648,0.52596116,0.44299444,0.52823964,0.41716035,0.52525387,0.41301302,0.53717909,0.4902999,0.38969437,0.72013362,0.50114591,0.62940199,0.43318789,0.35901424,0.43403358
Turnera,Passifloraceae_35,0.44161313,0.5028981,0.50348011,0.43351979,0.50660851,0.50244837,0.52650923,0.55388471,0.541708398,0.55133292,0.55492424,0.55735079,0.54342171,0.58944842,0.51438638,0.71246877,0.52347971,0.54642155,0.64949319,0.53079848,0.52012903,0.57500385,0.59953664,0.46534418,0.56076389,0.74015587,0.59560684,0.52982113,0.48520228,0.60905098,0.530957298,0.36191033,0.36419664,0.43080046,0,0.47009746,0.48135799,0.64384498,0.58846097,0.591829196,0.44909716,0.45708478,0.3951659,0.44946889,0.47214054,0.57775795,0.35658798,0.452904297,0.442949299,0.45574587,0.45023964,0.45143899,0.33720657,0.50094988,0.59276098,0.48393002,0.5913116,0.58666305,0.57698511,0.50596044,0.44945742,0.52077745
Aporusa,Phyllanthaceae_36,0.3724466,0.68083898,0.22321905,0.36545846,0.68596621,0.22135694,0.7177576,0.26574025,0.29888746,0.26739223,0.46769304,0.27420389,0.47942057,0.75584364,0.66674823,0.92392458,0.64973406,0.48864968,0.4657687,0.68443804,0.67941987,0.51995678,0.39128364,0.57535312,0.60710548,0.73280757,0.55269539,0.62817759,0.58820056,0.73046833,0.61626278,0.28861906,0.29165071,0.5383519,0.47009746,0,0.41068574,0.41596489,0.25732242,0.270087698,0.64634379,0.11913146,0.30745429,0.11290894,0.14535635,0.35756601,0.24240589,0.11417137,0.62350729,0.122183098,0.29802479,0.11431953,0.55496152,0.60666286,0.77025789,0.667262695,0.72587828,0.77459908,0.33526378,0.66525034,0.63173887,0.68180815
Bischofia,Phyllanthaceae_37,0.30089118,0.48078796,0.36287678,0.29899891,0.49054949,0.35940061,0.50956905,0.43128466,0.42021858,0.43301472,0.18176852,0.43522252,0.43449925,0.71637067,0.77512807,0.94343373,0.75691577,0.37657857,0.633712399,0.50543869,0.49593461,0.25015865,0.49591314,0.6852192,0.62045643,0.716712098,0.41811407,0.48276054,0.44429759,0.55718245,0.43322127,0.34217825,0.34763821,0.53918052,0.48135799,0.41068574,0,0.60851164,0.54202832,0.551951997,0.46427228,0.41481597,0.2534177,0.40953793,0.43143345,0.19613952,0.30766239,0.41097276,0.42342524,0.41470428,0.41378562,0.41214581,0.57279976,0.385935798,0.57277658,0.61698448,0.75069716,0.59121951,0.46778203,0.48087695,0.636057,0.51698523
Croizatia,Phyllanthaceae_38,0.59349358,0.78757444,0.47607948,0.58893741,0.79227949,0.47495567,0.80015119,0.53438049,0.505826698,0.53971554,0.65280408,0.54035628,0.66657319,0.89716632,0.72189069,0.89634618,0.69579518,0.68904542,0.67943672,0.80406552,0.80080898,0.69461803,0.61746725,0.75617344,0.76279476,0.77861564,0.71894361,0.79387536,0.75020708,0.84769032,0.75960141,0.52007591,0.52002783,0.67771713,0.64384498,0.41596489,0.60851164,0,0.249143197,0.26329076,0.75827071,0.40259422,0.53829746,0.39844521,0.43257465,0.57045929,0.48963351,0.399042,0.74442476,0.40426575,0.49432873,0.40083971,0.71994584,0.7532481,0.77301332,0.75263073,0.78851406,0.87102984,0.59679899,0.78951291,0.76559193,0.78622306
Heywoodia,Phyllanthaceae_39,0.51854268,0.74931129,0.398188598,0.51464944,0.75445458,0.39518791,0.78705589,0.43679265,0.47050652,0.43871243,0.59368522,0.44376802,0.5801976,0.83513514,0.61090599,0.91091736,0.59477705,0.60256692,0.57706093,0.75117749,0.74812839,0.61659121,0.518815496,0.67806932,0.69771498,0.69579059,0.64615193,0.72380498,0.68088374,0.817614499,0.6991655,0.44672052,0.44586963,0.62368697,0.58846097,0.25732242,0.54202832,0.249143197,0,0.06376038,0.71434045,0.31280009,0.460638397,0.30532279,0.34032088,0.49250318,0.40669422,0.30905674,0.69865535,0.31324736,0.41781569,0.31157795,0.6470519,0.68805195,0.74987041,0.74727969,0.68922064,0.84422915,0.48341917,0.73581599,0.70821266,0.75366349
Lachnostylis,Phyllanthaceae_40,0.51825843,0.75166287,0.39444027,0.51587749,0.75552847,0.39095003,0.78860794,0.43630505,0.47557317,0.44518059,0.59744613,0.44585167,0.58795096,0.83829276,0.61684989,0.91184023,0.59978665,0.60826179,0.58180227,0.75185988,0.7495799,0.62026932,0.52492855,0.68199805,0.70006983,0.70160147,0.65089978,0.72790212,0.68699043,0.81994355,0.703432897,0.44880826,0.44727238,0.62592105,0.591829196,0.270087698,0.551951997,0.26329076,0.06376038,0,0.71798313,0.32039859,0.47027482,0.30406369,0.345693499,0.50152284,0.40974821,0.31230842,0.70112118,0.31610549,0.421382396,0.30814991,0.65351135,0.69333888,0.75205402,0.7494753,0.69232008,0.84634211,0.49300478,0.73847098,0.71200589,0.75671378
Phyllanthus,Phyllanthaceae_41,0.57664906,0.17666048,0.61381483,0.57348871,0.18579762,0.61242188,0.20235154,0.65215528,0.64736408,0.65296021,0.53998588,0.65459398,0.49442263,0.38984031,0.66755891,0.80057508,0.6628603,0.49591281,0.65043305,0.20898686,0.20256102,0.41155479,0.53165481,0.54798133,0.41627543,0.62805325,0.51541479,0.36421801,0.32252406,0.44758444,0.34907884,0.56256653,0.56240333,0.35163241,0.44909716,0.64634379,0.46427228,0.75827071,0.71434045,0.71798313,0,0.64444122,0.550503095,0.64071827,0.65584384,0.55110618,0.58051257,0.64335123,0.20835665,0.64467005,0.56012674,0.64382431,0.39271886,0.34106146,0.26786187,0.26974206,0.61231476,0.26297127,0.63271369,0.19714224,0.30277213,0.20357206
Abatia,Salicaceae_42,0.35954519,0.67309059,0.20301496,0.35281136,0.67955728,0.19991208,0.71440333,0.30813953,0.28031305,0.30562606,0.45481977,0.31450333,0.49432412,0.76734061,0.68940929,0.92124603,0.66822825,0.51247726,0.49232867,0.69520301,0.68968483,0.53382456,0.40985167,0.59098562,0.62358867,0.74229479,0.56412014,0.644354695,0.60564208,0.72286757,0.62592843,0.25866349,0.256489,0.52490751,0.45708478,0.11913146,0.41481597,0.40259422,0.31280009,0.32039859,0.64444122,0,0.26886701,0.04528809,0.06522271,0.35058544,0.19516011,0.03840039,0.60179548,0.03176931,0.24733327,0.05712538,0.56669998,0.61828654,0.76281028,0.68016339,0.74265537,0.76976472,0.36024901,0.674958395,0.64211817,0.69317379
Casearia,Salicaceae_43,0.155628499,0.58688219,0.24545455,0.15842252,0.59400353,0.24172566,0.6200138,0.32274886,0.30176488,0.32427907,0.36022942,0.32771152,0.36129077,0.70856615,0.73326833,0.9323319,0.72429691,0.44868421,0.574278898,0.61119586,0.60585605,0.40787632,0.42544235,0.65071906,0.57177007,0.68421053,0.51304296,0.56452362,0.52632789,0.65721193,0.53437921,0.19916898,0.2084172,0.4733765,0.3951659,0.30745429,0.2534177,0.53829746,0.460638397,0.47027482,0.550503095,0.26886701,0,0.27251665,0.29028207,0.37694064,0.12215361,0.26658939,0.54465453,0.27380493,0.28675823,0.27496858,0.520321095,0.51664157,0.68346943,0.58857898,0.73072977,0.67866033,0.37409377,0.59034138,0.59675819,0.604491798
Dovyalis,Salicaceae_44,0.34565512,0.6769988,0.18621766,0.33586375,0.68068117,0.18322566,0.71325589,0.29278748,0.27004454,0.29570696,0.44985202,0.29634801,0.49724911,0.77191842,0.69151273,0.92308339,0.66903146,0.50813664,0.48749463,0.69628029,0.68890325,0.5395396,0.41360425,0.59142505,0.623867595,0.74229354,0.56861891,0.64249478,0.60217661,0.72599104,0.63122442,0.2565586,0.26164058,0.52413153,0.44946889,0.11290894,0.40953793,0.39844521,0.30532279,0.30406369,0.64071827,0.04528809,0.27251665,0,0.06767009,0.3508757,0.18854265,0.03087711,0.59740731,0.03259934,0.23394403,0.03317182,0.57238425,0.62214275,0.76530567,0.68211988,0.74754608,0.77108325,0.36695511,0.67862926,0.64746161,0.69768672
Flacourtia,Salicaceae_45,0.37982196,0.68382973,0.22525898,0.37387128,0.68997135,0.221916299,0.72507096,0.33121491,0.30288302,0.327964395,0.47382178,0.33799386,0.50999373,0.76339172,0.68020937,0.91909496,0.68892471,0.52892321,0.51414934,0.70507771,0.70039128,0.54885258,0.42909264,0.60546597,0.63746888,0.75918316,0.55450508,0.65873818,0.61973406,0.717625899,0.6383509,0.28360282,0.28219341,0.54169142,0.47214054,0.14535635,0.43143345,0.43257465,0.34032088,0.345693499,0.65584384,0.06522271,0.29028207,0.06767009,0,0.369520897,0.21605519,0.06480461,0.61359293,0.06705004,0.26767879,0.0833742,0.58374413,0.63200747,0.773980496,0.69376721,0.73711526,0.77952258,0.38317251,0.68571178,0.65421569,0.70343884
Idesia,Salicaceae_46,0.43627638,0.55428422,0.32622184,0.439491899,0.56446385,0.32143161,0.58548496,0.334946,0.35487518,0.33526111,0.24267516,0.33929961,0.50900173,0.77161931,0.75236755,0.938430399,0.73043371,0.46119345,0.59818509,0.55907342,0.54933574,0.32881141,0.44087815,0.65821772,0.68170767,0.78273841,0.48844941,0.55466327,0.51677742,0.61584886,0.49085054,0.46720293,0.46551347,0.62582057,0.57775795,0.35756601,0.19613952,0.57045929,0.49250318,0.50152284,0.55110618,0.35058544,0.37694064,0.3508757,0.369520897,0,0.42631539,0.34277693,0.44610687,0.35043752,0.45288709,0.36045227,0.63616697,0.45213786,0.62411723,0.6610263,0.72549849,0.64958663,0.40675575,0.53470156,0.6893933,0.55953321
Lunania,Salicaceae_47,0.22422085,0.61630589,0.304901397,0.21625012,0.62039735,0.29794783,0.65459954,0.38773996,0.37411517,0.39389186,0.41920137,0.39251903,0.40310563,0.70354071,0.72441117,0.93022559,0.69944367,0.41822549,0.54519084,0.63769651,0.63064461,0.45250333,0.46974022,0.62276162,0.55581838,0.65702506,0.48402765,0.56807512,0.52728344,0.66372361,0.56813493,0.13438892,0.12607705,0.44257648,0.35658798,0.24240589,0.30766239,0.48963351,0.40669422,0.40974821,0.58051257,0.19516011,0.12215361,0.18854265,0.21605519,0.42631539,0,0.18075832,0.576509595,0.18468327,0.21899536,0.19277614,0.49287014,0.55060203,0.7105821,0.61686293,0.76870705,0.711537595,0.4362051,0.619739895,0.57978958,0.63769329
Poliothyrsis,Salicaceae_48,0.34847901,0.67443202,0.19402324,0.34417527,0.67826241,0.18752769,0.71393901,0.294638098,0.27525978,0.30269296,0.45386187,0.30217438,0.49404389,0.76842211,0.69351049,0.92210403,0.66682084,0.51319434,0.49118754,0.69441973,0.68738424,0.53459878,0.409873799,0.58873897,0.62525317,0.74109294,0.56460254,0.64521884,0.60407826,0.72232064,0.62782618,0.25981753,0.25372098,0.52596116,0.452904297,0.11417137,0.41097276,0.399042,0.30905674,0.31230842,0.64335123,0.03840039,0.26658939,0.03087711,0.06480461,0.34277693,0.18075832,0,0.59815064,0.0275896,0.23898051,0.04312469,0.570271697,0.61903279,0.76281113,0.6793667,0.74447348,0.76896007,0.36137943,0.67634691,0.64445859,0.6946649
Populus,Salicaceae_49,0.58298881,0.24187028,0.583752397,0.58383309,0.24383837,0.58105656,0.26680615,0.626125896,0.62188926,0.62588391,0.46432458,0.62922435,0.56065167,0.49070088,0.63915733,0.7837105,0.63575606,0.52915746,0.62175513,0.26974571,0.25331673,0.43355773,0.56172725,0.58285489,0.5120817,0.71725407,0.54227618,0.47092491,0.43282558,0.51786662,0.41373795,0.56019569,0.60038147,0.44299444,0.442949299,0.62350729,0.42342524,0.74442476,0.69865535,0.70112118,0.20835665,0.60179548,0.54465453,0.59740731,0.61359293,0.44610687,0.576509595,0.59815064,0,0.60206505,0.57572902,0.60370217,0.44285396,0.35878975,0.31129025,0.38051744,0.61729719,0.34694596,0.60468907,0.24403781,0.40448074,0.27956803
Prockia,Salicaceae_50,0.35313912,0.67604134,0.19796505,0.34406419,0.678972,0.19314538,0.71641654,0.30173423,0.282608695,0.30441239,0.45680927,0.30583093,0.49557584,0.76812466,0.69580335,0.92327666,0.66702644,0.51423578,0.48976796,0.69489299,0.68789864,0.53709462,0.41217074,0.58949076,0.62659107,0.74065613,0.56673102,0.64611451,0.60591249,0.72168661,0.62946452,0.26687785,0.25676882,0.52823964,0.45574587,0.122183098,0.41470428,0.40426575,0.31324736,0.31610549,0.64467005,0.03176931,0.27380493,0.03259934,0.06705004,0.35043752,0.18468327,0.0275896,0.60206505,0,0.24648098,0.05016599,0.5710429,0.61953701,0.76260877,0.67943538,0.743772997,0.76959856,0.36302915,0.67697158,0.64542652,0.69640732
Salix,Salicaceae_51,0.36229595,0.60542797,0.351308997,0.35151836,0.61312935,0.34892716,0.64127188,0.43382091,0.41215654,0.43103141,0.45178896,0.43910056,0.38059545,0.69630554,0.72506661,0.93008961,0.70797974,0.39594169,0.5537246,0.63013815,0.62505912,0.43601654,0.39175411,0.56642712,0.53603107,0.62942535,0.46418069,0.55142584,0.51188084,0.64774854,0.55275966,0.27308181,0.28039233,0.41716035,0.45023964,0.29802479,0.41378562,0.49432873,0.41781569,0.421382396,0.56012674,0.24733327,0.28675823,0.23394403,0.26767879,0.45288709,0.21899536,0.23898051,0.57572902,0.24648098,0,0.24650226,0.495348296,0.54074113,0.68403602,0.60785012,0.77540818,0.70203842,0.47383878,0.61827208,0.56965929,0.62940451
Scyphostegia,Salicaceae_52,0.34731235,0.67728765,0.18924347,0.34081851,0.68202277,0.183441196,0.71295275,0.29354943,0.27104471,0.29658933,0.45237704,0.3012449,0.49878125,0.77192456,0.6916558,0.92193027,0.67282952,0.51070224,0.49084658,0.69761431,0.69104535,0.53999492,0.415985395,0.59356554,0.62494914,0.74567463,0.56878505,0.64380452,0.60335956,0.72674483,0.63146976,0.25709432,0.26287586,0.52525387,0.45143899,0.11431953,0.41214581,0.40083971,0.31157795,0.30814991,0.64382431,0.05712538,0.27496858,0.03317182,0.0833742,0.36045227,0.19277614,0.04312469,0.60370217,0.05016599,0.24650226,0,0.57402735,0.62341838,0.76550714,0.68367816,0.74833969,0.77232948,0.36847806,0.67941138,0.64741299,0.69776876
Gossypium,Malvaceae_53,0.55479835,0.35625406,0.60072403,0.54634721,0.35621184,0.59827442,0.43747294,0.62109375,0.63572865,0.61910878,0.63396338,0.62322725,0.34195039,0.3947884,0.56660568,0.75410514,0.51179204,0.45835102,0.62156216,0.37347084,0.34489577,0.45905068,0.53095896,0.33705866,0.441273699,0.63483821,0.41513508,0.43152377,0.38840769,0.45330884,0.34406487,0.4677998,0.51502048,0.41301302,0.33720657,0.55496152,0.57279976,0.71994584,0.6470519,0.65351135,0.39271886,0.56669998,0.520321095,0.57238425,0.58374413,0.63616697,0.49287014,0.570271697,0.44285396,0.5710429,0.495348296,0.57402735,0,0.25525789,0.44202335,0.36618903,0.58617332,0.43234178,0.60447258,0.33120021,0.246150097,0.33769369
Sterculia,Malvaceae_54,0.54066836,0.26309405,0.58288382,0.5407342,0.26859308,0.57863886,0.34502013,0.60084186,0.61861987,0.601028197,0.46065199,0.60340974,0.32521126,0.48162718,0.695713796,0.84972089,0.64826375,0.38109566,0.660505699,0.28008351,0.24889328,0.2487307,0.50433351,0.48366167,0.48241695,0.66092582,0.31704273,0.3195741,0.27441579,0.31317014,0.16383868,0.53082192,0.56894899,0.53717909,0.50094988,0.60666286,0.385935798,0.7532481,0.68805195,0.69333888,0.34106146,0.61828654,0.51664157,0.62214275,0.63200747,0.45213786,0.55060203,0.61903279,0.35878975,0.61953701,0.54074113,0.62341838,0.25525789,0,0.34476792,0.43178469,0.65086146,0.36214903,0.59035152,0.24556776,0.39455725,0.26889886
Terminalia,Combretaceae_55,0.70126023,0.19441016,0.73264428,0.70176447,0.19858778,0.73087329,0.26557232,0.75564673,0.75331839,0.752,0.62860945,0.75888683,0.54320934,0.4290071,0.69029007,0.79846525,0.64030708,0.58493597,0.68747239,0.22885342,0.20620108,0.47068291,0.60287976,0.59123472,0.50510419,0.58170666,0.5225434,0.49010009,0.46442808,0.45580791,0.36253527,0.69298401,0.69029917,0.4902999,0.59276098,0.77025789,0.57277658,0.77301332,0.74987041,0.75205402,0.26786187,0.76281028,0.68346943,0.76530567,0.773980496,0.62411723,0.7105821,0.76281113,0.31129025,0.76260877,0.68403602,0.76550714,0.44202335,0.34476792,0,0.354852895,0.58782246,0.25796662,0.72350986,0.20670439,0.35731345,0.21366177
Clidemia,Melastomataceae_56,0.61079791,0.30049197,0.64951965,0.60779922,0.30547975,0.64861845,0.32784229,0.65353317,0.66919036,0.65433051,0.67012798,0.65350062,0.48170029,0.38913898,0.68123275,0.78507155,0.65144833,0.56815096,0.64223779,0.30199491,0.29505232,0.5035994,0.51664855,0.52940901,0.40950518,0.62033301,0.58113547,0.47961047,0.44528882,0.53237864,0.43130039,0.59586179,0.59446229,0.38969437,0.48393002,0.667262695,0.61698448,0.75263073,0.74727969,0.7494753,0.26974206,0.68016339,0.58857898,0.68211988,0.69376721,0.6610263,0.61686293,0.6793667,0.38051744,0.67943538,0.60785012,0.68367816,0.36618903,0.43178469,0.354852895,0,0.58338462,0.34150283,0.62314743,0.29127476,0.2671345,0.26017063
Eucalyptus,Myrtaceae_57,0.76231606,0.62788164,0.70212766,0.76198411,0.62816167,0.70185159,0.68509317,0.73119034,0.75638782,0.72801463,0.78277932,0.73147887,0.73679727,0.64725269,0.40958941,0.59375926,0.53611782,0.83083678,0.78802351,0.62073072,0.61991555,0.74496979,0.71014746,0.61294132,0.77056939,0.83856265,0.80352477,0.67617558,0.68812722,0.69406417,0.64395222,0.782181297,0.73810752,0.72013362,0.5913116,0.72587828,0.75069716,0.78851406,0.68922064,0.69232008,0.61231476,0.74265537,0.73072977,0.74754608,0.73711526,0.72549849,0.76870705,0.74447348,0.61729719,0.743772997,0.77540818,0.74833969,0.58617332,0.65086146,0.58782246,0.58338462,0,0.66297168,0.70717985,0.60623688,0.61824071,0.62036996
Myrtus,Myrtaceae_58,0.70259535,0.20901259,0.73856827,0.70034355,0.21012067,0.73722365,0.28601855,0.75918606,0.75649989,0.76256996,0.64755083,0.75901986,0.54714989,0.36175317,0.76711276,0.845301997,0.65966804,0.59954474,0.71458223,0.23798646,0.21400694,0.49542962,0.61391098,0.53243159,0.50884103,0.58182315,0.54112719,0.49301025,0.45711501,0.38860301,0.367787299,0.69183213,0.69059875,0.50114591,0.58666305,0.77459908,0.59121951,0.87102984,0.84422915,0.84634211,0.26297127,0.76976472,0.67866033,0.77108325,0.77952258,0.64958663,0.711537595,0.76896007,0.34694596,0.76959856,0.70203842,0.77232948,0.43234178,0.36214903,0.25796662,0.34150283,0.66297168,0,0.7293384,0.22488308,0.3447553,0.20232475
Prunus,Rosaceae_59,0.370327296,0.63852376,0.30283401,0.37419087,0.64599958,0.29972115,0.66971274,0.27662569,0.30666667,0.27310332,0.45512403,0.282808398,0.46682781,0.74128892,0.71226709,0.93443874,0.69679626,0.55147338,0.45523251,0.59929108,0.63199635,0.50315716,0.37958247,0.57870588,0.56873241,0.682419996,0.55548614,0.64631658,0.61084241,0.74208278,0.60530519,0.46637944,0.46454091,0.62940199,0.57698511,0.33526378,0.46778203,0.59679899,0.48341917,0.49300478,0.63271369,0.36024901,0.37409377,0.36695511,0.38317251,0.40675575,0.4362051,0.36137943,0.60468907,0.36302915,0.47383878,0.36847806,0.60447258,0.59035152,0.72350986,0.62314743,0.70717985,0.7293384,0,0.601413996,0.59604507,0.63790827
Spiraea,Rosaceae_60,0.61204101,0.12198926,0.64682435,0.61350902,0.12734244,0.64409304,0.19799488,0.6621669,0.67787704,0.66227283,0.54480585,0.66504642,0.44442037,0.33186224,0.67713711,0.81777583,0.63228739,0.48766101,0.60570806,0.1273496,0.10202679,0.37160226,0.50739555,0.49876118,0.42320419,0.58469536,0.43224505,0.40364267,0.36796293,0.40616477,0.27243229,0.60599834,0.60262085,0.43318789,0.50596044,0.66525034,0.48087695,0.78951291,0.73581599,0.73847098,0.19714224,0.674958395,0.59034138,0.67862926,0.68571178,0.53470156,0.619739895,0.67634691,0.24403781,0.67697158,0.61827208,0.67941138,0.33120021,0.24556776,0.20670439,0.29127476,0.60623688,0.22488308,0.601413996,0,0.25813905,0.127643897
Schinus,Anacardiaceae_61,0.62765059,0.27224955,0.66574508,0.62224208,0.27330677,0.66384075,0.34694308,0.68110495,0.69421721,0.680906999,0.68968428,0.6845294,0.44425338,0.30021292,0.64108874,0.79467812,0.59697178,0.54105149,0.56260687,0.23967011,0.26711845,0.53295093,0.51464027,0.39508387,0.30651953,0.48839226,0.45511482,0.47866796,0.44157621,0.49606609,0.398899,0.56113206,0.55950223,0.35901424,0.44945742,0.63173887,0.636057,0.76559193,0.70821266,0.71200589,0.30277213,0.64211817,0.59675819,0.64746161,0.65421569,0.6893933,0.57978958,0.64445859,0.40448074,0.64542652,0.56965929,0.64741299,0.246150097,0.39455725,0.35731345,0.2671345,0.61824071,0.3447553,0.59604507,0.25813905,0,0.229534099
Cupaniopsis,Sapindaceae_62,0.62852734,0.14407735,0.66297685,0.62805765,0.14779006,0.66127326,0.22374647,0.66659232,0.67934977,0.66717156,0.57490653,0.66971332,0.45262927,0.33956373,0.69646643,0.8144972,0.65540451,0.51277713,0.6221421,0.16320288,0.13599279,0.40262952,0.52020335,0.51094055,0.42248541,0.59390264,0.45823199,0.40408127,0.36716313,0.39351975,0.28039301,0.61674106,0.61751071,0.43403358,0.52077745,0.68180815,0.51698523,0.78622306,0.75366349,0.75671378,0.20357206,0.69317379,0.604491798,0.69768672,0.70343884,0.55953321,0.63769329,0.6946649,0.27956803,0.69640732,0.62940451,0.69776876,0.33769369,0.26889886,0.21366177,0.26017063,0.62036996,0.20232475,0.63790827,0.127643897,0.229534099,0
