,,Celastrus,Brexia,Denhamia,Elaeodendron,Euonymus,Maytenus,Parnassia,Paxistima,Plagiopteron,Siphonodon,Stackhousia,Tripterygium,Arbutus,Albizia,Cicer,Glycine,Lotus,Medicago,Pisum,Alnus,Quercus,Chrysolepis,Fagus,Coffea,Galium,Luculia,Nerium,Cryptocarya,Laurus,Annona,Cananga,Malesherbia,Paropsia,Passiflora,Turnera,Aporusa,Bischofia,Croizatia,Heywoodia,Lachnostylis,Phyllanthus,Abatia,Casearia,Dovyalis,Flacourtia,Idesia,Lunania,Poliothyrsis,Populus,Prockia,Salix,Scyphostegia,Gossypium,Sterculia,Terminalia,Clidemia,Eucalyptus,Myrtus,Prunus,Spiraea,Schinus,Cupaniopsis
,,Celastraceae_1,Celastraceae_2,Celastraceae_3,Celastraceae_4,Celastraceae_5,Celastraceae_6,Celastraceae_7,Celastraceae_8,Celastraceae_9,Celastraceae_10,Celastraceae_11,Celastraceae_12,Ericaceae_13,Fabaceae_14,Fabaceae_15,Fabaceae_16,Fabaceae_17,Fabaceae_18,Fabaceae_19,Betulaceae_20,Fagaceae_21,Fagaceae_22,Fagaceae_23,Rubiaceae_24,Rubiaceae_25,Rubiaceae_26,Apocynaceae_27,Lauraceae_28,Lauraceae_29,Annonaceae_30,Annonaceae_31,Passifloraceae_32,Passifloraceae_33,Passifloraceae_34,Passifloraceae_35,Phyllanthaceae_36,Phyllanthaceae_37,Phyllanthaceae_38,Phyllanthaceae_39,Phyllanthaceae_40,Phyllanthaceae_41,Salicaceae_42,Salicaceae_43,Salicaceae_44,Salicaceae_45,Salicaceae_46,Salicaceae_47,Salicaceae_48,Salicaceae_49,Salicaceae_50,Salicaceae_51,Salicaceae_52,Malvaceae_53,Malvaceae_54,Combretaceae_55,Melastomataceae_56,Myrtaceae_57,Myrtaceae_58,Rosaceae_59,Rosaceae_60,Anacardiaceae_61,Sapindaceae_62
Annona,Annonaceae_30,0.359991098,0.34453958,0.35344322,0.34373957,0.33814881,0.33726044,0.38023103,0.33652854,0.35038058,0.34848196,0.42150252,0.33868115,0.31844781,0.31346127,0.39082719,0.41286639,0.41160723,0.38413345,0.38988111,0.29036318,0.310961197,0.30850684,0.30146665,0.32742804,0.40034416,0.3047195,0.31577216,0.171717799,0.17322849,0,0.10947085,0.35941033,0.35716977,0.39069044,0.44956367,0.3335663,0.31523867,0.33069723,0.32440349,0.34124521,0.34294539,0.33553733,0.32888006,0.31764615,0.31858212,0.3182158,0.32069521,0.32075084,0.32298711,0.32351992,0.33072726,0.32665867,0.31516232,0.305939896,0.31546689,0.38407272,0.29828167,0.30027283,0.30349789,0.30582399,0.30112636,0.31347768
Cananga,Annonaceae_31,0.34902188,0.33357036,0.342473999,0.33277035,0.32717959,0.32629122,0.36926181,0.32555933,0.33941136,0.33751274,0.4105333,0.32771193,0.307478595,0.30249205,0.37985798,0.40189717,0.40063801,0.37316423,0.37891189,0.27939396,0.29999198,0.29753762,0.29049743,0.31645882,0.38937494,0.29375028,0.30480294,0.16074858,0.16225927,0.10947085,0,0.34844111,0.34620055,0.37972123,0.43859445,0.32259709,0.30426945,0.31972801,0.31343427,0.33027599,0.33197617,0.32456812,0.31791084,0.30667693,0.3076129,0.30724658,0.30972599,0.30978162,0.31201789,0.3125507,0.31975804,0.31568945,0.304193097,0.29497068,0.30449768,0.373103499,0.28731245,0.28930361,0.29252867,0.29485477,0.29015714,0.30250846
Malesherbia,Passifloraceae_32,0.26873379,0.25328227,0.26218591,0.25248226,0.24689149,0.24600313,0.28897372,0.24527123,0.25912327,0.25722465,0.33024521,0.24742383,0.28372828,0.23690531,0.31427124,0.33631043,0.33505127,0.30757749,0.31332515,0.21380722,0.23440524,0.23195088,0.22491069,0.2927085,0.36562463,0.26999997,0.28105263,0.28835077,0.28986146,0.35941033,0.34844111,0,0.08083572,0.11435639,0.17322962,0.18135963,0.163031995,0.17849055,0.17219682,0.18903854,0.19073871,0.16683046,0.16017319,0.14893928,0.14987525,0.14950893,0.15198834,0.15204397,0.15428024,0.15481305,0.16202039,0.1579518,0.24903656,0.23981414,0.24934114,0.31794696,0.23215591,0.23414707,0.22694193,0.22926803,0.2350006,0.24735192
Paropsia,Passifloraceae_33,0.26649322,0.2510417,0.25994534,0.250241698,0.24465093,0.24376256,0.28673316,0.24303067,0.2568827,0.25498409,0.32800465,0.24518327,0.28148772,0.23466475,0.31203068,0.33406987,0.33281071,0.30533693,0.31108459,0.21156666,0.23216468,0.22971032,0.22267013,0.29046794,0.36338406,0.2677594,0.27881207,0.28611021,0.287620899,0.35716977,0.34620055,0.08083572,0,0.06324581,0.14981781,0.17911907,0.16079143,0.17624999,0.16995625,0.18679797,0.18849815,0.1645899,0.15793263,0.14669872,0.14763469,0.14726837,0.14974778,0.14980341,0.15203967,0.15257249,0.15977983,0.15571124,0.246795995,0.23757358,0.24710057,0.315706397,0.22991535,0.23190651,0.22470137,0.22702747,0.23276004,0.24511136
Passiflora,Passifloraceae_34,0.300013898,0.28456238,0.29346602,0.28376237,0.27817161,0.27728324,0.32025383,0.27655134,0.29040338,0.28850476,0.36152532,0.27870395,0.31500839,0.26818542,0.34555135,0.36759054,0.36633138,0.3388576,0.34460526,0.24508733,0.26568535,0.26323099,0.2561908,0.32398861,0.39690474,0.30128008,0.31233274,0.31963088,0.32114157,0.39069044,0.37972123,0.11435639,0.06324581,0,0.18333849,0.21263974,0.19431211,0.20977067,0.20347693,0.22031865,0.22201882,0.19811058,0.1914533,0.18021939,0.18115536,0.18078904,0.18326845,0.18332408,0.18556035,0.18609316,0.1933005,0.18923191,0.28031667,0.27109425,0.28062125,0.34922707,0.26343602,0.26542718,0.25822205,0.26054814,0.26628071,0.27863204
Turnera,Passifloraceae_35,0.35888713,0.34343561,0.35233925,0.3426356,0.33704484,0.33615647,0.37912706,0.33542457,0.34927661,0.34737799,0.42039855,0.33757717,0.37388162,0.32705865,0.40442458,0.42646377,0.42520461,0.39773083,0.40347849,0.30396056,0.32455858,0.32210422,0.31506403,0.38286184,0.45577797,0.36015331,0.37120597,0.37850411,0.3800148,0.44956367,0.43859445,0.17322962,0.14981781,0.18333849,0,0.27151297,0.25318534,0.268643895,0.26235016,0.27919188,0.28089205,0.25698381,0.25032653,0.23909262,0.24002859,0.23966227,0.24214168,0.24219731,0.24443358,0.24496639,0.25217373,0.24810514,0.339189899,0.32996748,0.33949448,0.4081003,0.32230925,0.32430041,0.31709528,0.31942137,0.32515394,0.33750527
Aporusa,Phyllanthaceae_36,0.24288976,0.22743824,0.23634188,0.22663823,0.22104747,0.220159097,0.26312969,0.2194272,0.23327924,0.23138062,0.30440118,0.22157981,0.25788425,0.21106128,0.28842721,0.3104664,0.30920724,0.28173346,0.28748112,0.18796319,0.20856121,0.20610685,0.19906666,0.26686447,0.339780597,0.24415594,0.2552086,0.26250674,0.26401743,0.3335663,0.32259709,0.18135963,0.17911907,0.21263974,0.27151297,0,0.06907225,0.11691731,0.11062357,0.12746529,0.12916546,0.15748663,0.15082936,0.13959545,0.14053142,0.140165097,0.14264451,0.14270014,0.1449364,0.14546922,0.15267656,0.14860797,0.22319253,0.21397011,0.22349711,0.29210293,0.20631188,0.20830304,0.20109791,0.203424,0.20915657,0.221507896
Bischofia,Phyllanthaceae_37,0.22456213,0.2091106,0.21801424,0.208310599,0.20271983,0.20183146,0.24480206,0.20109957,0.21495161,0.21305299,0.28607355,0.20325217,0.23955662,0.19273365,0.27009958,0.29213877,0.29087961,0.26340583,0.26915349,0.16963556,0.19023358,0.18777922,0.18073903,0.24853684,0.32145296,0.22582831,0.23688097,0.24417911,0.2456898,0.31523867,0.30426945,0.163031995,0.16079143,0.19431211,0.25318534,0.06907225,0,0.09858967,0.09229594,0.10913766,0.11083783,0.139158997,0.13250173,0.12126782,0.12220378,0.12183746,0.12431687,0.1243725,0.12660877,0.12714158,0.13434893,0.13028034,0.204864896,0.19564248,0.20516947,0.273775298,0.18798425,0.18997541,0.18277027,0.18509637,0.19082894,0.20318026
Croizatia,Phyllanthaceae_38,0.24002068,0.22456916,0.2334728,0.22376916,0.21817839,0.21729002,0.26026062,0.21655813,0.23041016,0.22851154,0.30153211,0.21871073,0.25501518,0.20819221,0.28555814,0.30759733,0.30633817,0.27886439,0.28461205,0.18509412,0.20569214,0.20323778,0.19619759,0.263995398,0.33691152,0.24128686,0.25233953,0.25963767,0.26114836,0.33069723,0.31972801,0.17849055,0.17624999,0.20977067,0.268643895,0.11691731,0.09858967,0,0.07329368,0.07193399,0.09979946,0.15461756,0.14796028,0.13672637,0.13766234,0.13729602,0.13977543,0.13983106,0.14206733,0.14260014,0.14980748,0.14573889,0.22032346,0.21110104,0.22062803,0.28923386,0.20344281,0.20543397,0.19822883,0.20055493,0.206287498,0.21863882
Heywoodia,Phyllanthaceae_39,0.23372695,0.21827542,0.22717906,0.21747542,0.21188465,0.21099628,0.25396688,0.21026439,0.22411643,0.22221781,0.29523837,0.21241699,0.24872144,0.20189847,0.279264396,0.30130359,0.30004443,0.27257065,0.27831831,0.17880038,0.199398399,0.19694404,0.18990385,0.25770166,0.33061779,0.23499313,0.24604579,0.25334393,0.25485462,0.32440349,0.31343427,0.17219682,0.16995625,0.20347693,0.26235016,0.11062357,0.09229594,0.07329368,0,0.08384166,0.09350572,0.14832382,0.14166655,0.13043264,0.1313686,0.13100228,0.133481695,0.13353732,0.13577359,0.1363064,0.14351375,0.13944516,0.21402972,0.204807296,0.21433429,0.28294012,0.19714907,0.19914023,0.19193509,0.19426119,0.19999376,0.21234508
Lachnostylis,Phyllanthaceae_40,0.25056867,0.23511715,0.24402079,0.23431714,0.22872638,0.22783801,0.2708086,0.22710611,0.24095815,0.23905953,0.31208009,0.22925871,0.26556316,0.21874019,0.29610612,0.31814531,0.31688615,0.28941237,0.29516003,0.1956421,0.21624012,0.21378576,0.20674557,0.27454338,0.34745951,0.25183485,0.26288751,0.27018565,0.27169634,0.34124521,0.33027599,0.18903854,0.18679797,0.22031865,0.27919188,0.12746529,0.10913766,0.07193399,0.08384166,0,0.11034744,0.16516554,0.15850827,0.14727436,0.14821033,0.14784401,0.15032342,0.15037905,0.15261531,0.15314812,0.16035547,0.15628688,0.23087144,0.22164902,0.23117602,0.29978184,0.21399079,0.21598195,0.20877682,0.21110291,0.21683548,0.2291868
Phyllanthus,Phyllanthaceae_41,0.25226884,0.23681732,0.24572096,0.23601731,0.23042655,0.22953818,0.27250877,0.22880629,0.24265832,0.2407597,0.31378026,0.23095889,0.26726333,0.22044036,0.29780629,0.31984548,0.31858632,0.29111254,0.29686021,0.19734227,0.21794029,0.21548594,0.20844574,0.27624355,0.34915968,0.25353502,0.26458768,0.27188582,0.27339652,0.34294539,0.33197617,0.19073871,0.18849815,0.22201882,0.28089205,0.12916546,0.11083783,0.09979946,0.09350572,0.11034744,0,0.16686571,0.16020844,0.14897453,0.149910498,0.14954418,0.15202359,0.15207922,0.15431548,0.154848297,0.16205564,0.15798705,0.23257161,0.22334919,0.23287619,0.30148201,0.21569097,0.21768212,0.21047699,0.21280308,0.21853565,0.23088698
Abatia,Salicaceae_42,0.24486079,0.22940927,0.23831291,0.22860926,0.223018496,0.22213013,0.26510072,0.22139823,0.23525027,0.23335165,0.30637221,0.22355084,0.25985528,0.21303231,0.29039824,0.31243743,0.31117827,0.28370449,0.28945215,0.18993422,0.21053224,0.20807788,0.20103769,0.2688355,0.34175163,0.24612697,0.25717963,0.26447777,0.26598846,0.33553733,0.32456812,0.16683046,0.1645899,0.19811058,0.25698381,0.15748663,0.139158997,0.15461756,0.14832382,0.16516554,0.16686571,0,0.09459727,0.04087985,0.04181582,0.04649306,0.08641242,0.049028095,0.05126436,0.025999797,0.05900452,0.07379352,0.22516356,0.21594114,0.22546814,0.29407396,0.20828291,0.21027407,0.20306894,0.20539503,0.2111276,0.22347893
Casearia,Salicaceae_43,0.23820352,0.222751995,0.23165564,0.22195199,0.21636122,0.21547286,0.25844345,0.21474096,0.228592996,0.22669438,0.29971494,0.21689356,0.25319801,0.20637504,0.28374097,0.30578016,0.304520999,0.27704722,0.28279488,0.18327695,0.20387497,0.20142061,0.19438042,0.26217823,0.33509436,0.239469696,0.25052236,0.2578205,0.25933119,0.32888006,0.31791084,0.16017319,0.15793263,0.1914533,0.25032653,0.15082936,0.13250173,0.14796028,0.14166655,0.15850827,0.16020844,0.09459727,0,0.07670609,0.07764206,0.07727574,0.038846897,0.07981078,0.08204704,0.08257986,0.0897872,0.08571861,0.21850629,0.20928387,0.21881087,0.28741669,0.20162564,0.2036168,0.19641166,0.19873776,0.20447033,0.21682165
Dovyalis,Salicaceae_44,0.22696961,0.21151809,0.22042173,0.21071808,0.20512731,0.20423895,0.24720954,0.20350705,0.21735909,0.21546047,0.28848103,0.20565965,0.241964099,0.19514113,0.27250706,0.29454625,0.29328709,0.26581331,0.27156097,0.17204304,0.19264106,0.1901867,0.18314651,0.25094432,0.32386045,0.22823579,0.23928845,0.24658659,0.24809728,0.31764615,0.30667693,0.14893928,0.14669872,0.18021939,0.23909262,0.13959545,0.12126782,0.13672637,0.13043264,0.14727436,0.14897453,0.04087985,0.07670609,0,0.01883925,0.02860187,0.06852124,0.03113691,0.03337318,0.02886244,0.04111334,0.05590233,0.20727238,0.19804996,0.20757696,0.27618278,0.19039173,0.19238289,0.18517775,0.18750385,0.19323642,0.20558774
Flacourtia,Salicaceae_45,0.22790558,0.21245405,0.22135769,0.21165405,0.20606328,0.20517491,0.24814551,0.20444302,0.21829506,0.21639644,0.289416998,0.20659562,0.24290007,0.196077098,0.27344303,0.29548222,0.29422306,0.26674928,0.27249694,0.17297901,0.19357703,0.19112267,0.18408248,0.25188029,0.32479642,0.22917176,0.24022442,0.24752256,0.24903325,0.31858212,0.3076129,0.14987525,0.14763469,0.18115536,0.24002859,0.14053142,0.12220378,0.13766234,0.1313686,0.14821033,0.149910498,0.04181582,0.07764206,0.01883925,0,0.02953784,0.06945721,0.03207288,0.03430915,0.02979841,0.0420493,0.0568383,0.20820835,0.19898593,0.20851292,0.27711875,0.1913277,0.19331886,0.18611372,0.18843982,0.19417239,0.20652371
Idesia,Salicaceae_46,0.22753926,0.21208773,0.22099138,0.21128773,0.20569696,0.20480859,0.24777919,0.2040767,0.21792874,0.21603012,0.28905068,0.2062293,0.24253375,0.19571078,0.27307671,0.295115899,0.29385674,0.26638296,0.27213062,0.17261269,0.19321071,0.19075635,0.18371616,0.25151397,0.324430095,0.22880544,0.239858097,0.24715624,0.24866693,0.3182158,0.30724658,0.14950893,0.14726837,0.18078904,0.23966227,0.140165097,0.12183746,0.13729602,0.13100228,0.14784401,0.14954418,0.04649306,0.07727574,0.02860187,0.02953784,0,0.06909089,0.02260002,0.02117698,0.03447564,0.02891714,0.05647198,0.20784203,0.19861961,0.2081466,0.27675243,0.19096138,0.19295254,0.1857474,0.188073498,0.19380607,0.20615739
Lunania,Salicaceae_47,0.23001867,0.21456714,0.22347079,0.21376714,0.20817637,0.20728801,0.250258599,0.20655611,0.22040815,0.21850953,0.29153009,0.20870871,0.24501316,0.19819019,0.27555612,0.29759531,0.29633615,0.26886237,0.27461003,0.175092099,0.19569012,0.19323576,0.18619557,0.25399338,0.32690951,0.23128485,0.24233751,0.24963565,0.25114634,0.32069521,0.30972599,0.15198834,0.14974778,0.18326845,0.24214168,0.14264451,0.12431687,0.13977543,0.133481695,0.15032342,0.15202359,0.08641242,0.038846897,0.06852124,0.06945721,0.06909089,0,0.07162593,0.07386219,0.07439501,0.08160235,0.07753376,0.21032144,0.20109902,0.21062601,0.27923184,0.19344079,0.19543195,0.18822681,0.19055291,0.19628548,0.2086368
Poliothyrsis,Salicaceae_48,0.230074295,0.21462277,0.22352641,0.21382277,0.208232,0.20734363,0.25031423,0.20661174,0.22046378,0.21856516,0.29158572,0.20876434,0.24506879,0.19824582,0.27561175,0.29765094,0.29639178,0.268917997,0.27466566,0.17514773,0.19574575,0.19329139,0.186251197,0.25404901,0.32696514,0.23134048,0.24239314,0.24969128,0.25120197,0.32075084,0.30978162,0.15204397,0.14980341,0.18332408,0.24219731,0.14270014,0.1243725,0.13983106,0.13353732,0.15037905,0.15207922,0.049028095,0.07981078,0.03113691,0.03207288,0.02260002,0.07162593,0,0.02737132,0.03701068,0.03511148,0.05900702,0.21037707,0.20115465,0.21068164,0.27928747,0.19349642,0.19548758,0.18828244,0.19060854,0.19634111,0.20869243
Populus,Salicaceae_49,0.23231056,0.21685904,0.22576268,0.21605903,0.21046827,0.209579898,0.25255049,0.20884801,0.22270004,0.22080142,0.29382198,0.21100061,0.24730505,0.20048208,0.27784801,0.2998872,0.29862804,0.27115426,0.27690193,0.17738399,0.19798201,0.19552766,0.18848746,0.25628527,0.329201399,0.23357674,0.2446294,0.25192754,0.25343824,0.32298711,0.31201789,0.15428024,0.15203967,0.18556035,0.24443358,0.1449364,0.12660877,0.14206733,0.13577359,0.15261531,0.15431548,0.05126436,0.08204704,0.03337318,0.03430915,0.02117698,0.07386219,0.02737132,0,0.03924695,0.023841498,0.06124329,0.21261333,0.20339091,0.21291791,0.28152373,0.19573269,0.19772384,0.19051871,0.1928448,0.19857737,0.210928697
Prockia,Salicaceae_50,0.23284337,0.21739185,0.22629549,0.21659185,0.21100108,0.21011271,0.25308331,0.20938082,0.22323285,0.22133424,0.294354797,0.21153342,0.24783787,0.201014897,0.27838083,0.30042002,0.29916086,0.27168708,0.27743474,0.17791681,0.19851483,0.19606047,0.18902028,0.25681809,0.32973421,0.23410955,0.24516222,0.25246036,0.25397105,0.32351992,0.3125507,0.15481305,0.15257249,0.18609316,0.24496639,0.14546922,0.12714158,0.14260014,0.1363064,0.15314812,0.154848297,0.025999797,0.08257986,0.02886244,0.02979841,0.03447564,0.07439501,0.03701068,0.03924695,0,0.0469871,0.0617761,0.21314615,0.20392373,0.21345072,0.28205655,0.196265499,0.19825666,0.19105152,0.19337762,0.19911019,0.21146151
Salix,Salicaceae_51,0.24005072,0.224599196,0.23350284,0.22379919,0.21820843,0.21732006,0.26029065,0.21658816,0.230440197,0.22854158,0.30156214,0.21874076,0.25504521,0.20822224,0.28558817,0.30762736,0.3063682,0.27889442,0.28464208,0.18512415,0.20572217,0.20326781,0.19622762,0.26402543,0.33694156,0.241316897,0.25236956,0.2596677,0.26117839,0.33072726,0.31975804,0.16202039,0.15977983,0.1933005,0.25217373,0.15267656,0.13434893,0.14980748,0.14351375,0.16035547,0.16205564,0.05900452,0.0897872,0.04111334,0.0420493,0.02891714,0.08160235,0.03511148,0.023841498,0.0469871,0,0.06898344,0.22035349,0.21113107,0.22065807,0.28926389,0.20347284,0.205464,0.19825887,0.20058496,0.20631753,0.21866886
Scyphostegia,Salicaceae_52,0.23598213,0.22053061,0.22943425,0.2197306,0.21413984,0.21325147,0.25622206,0.21251957,0.22637161,0.22447299,0.29749355,0.21467217,0.25097662,0.20415365,0.28151958,0.30355877,0.30229961,0.27482583,0.28057349,0.18105556,0.20165358,0.19919922,0.19215903,0.25995684,0.33287297,0.23724831,0.24830097,0.25559911,0.2571098,0.32665867,0.31568945,0.1579518,0.15571124,0.18923191,0.24810514,0.14860797,0.13028034,0.14573889,0.13944516,0.15628688,0.15798705,0.07379352,0.08571861,0.05590233,0.0568383,0.05647198,0.07753376,0.05900702,0.06124329,0.0617761,0.06898344,0,0.216284898,0.20706248,0.21658948,0.2851953,0.19940425,0.20139541,0.19419028,0.19651637,0.20224894,0.21460027
Gossypium,Malvaceae_53,0.24961732,0.2341658,0.24306944,0.233365798,0.22777503,0.22688666,0.26985726,0.22615477,0.2400068,0.23810819,0.31112875,0.22830737,0.23948026,0.20308749,0.28045342,0.30249261,0.30123345,0.27375967,0.27950734,0.1799894,0.20058742,0.19813307,0.19109287,0.24846049,0.32137661,0.22575195,0.23680461,0.24410276,0.24561345,0.31516232,0.304193097,0.24903656,0.246795995,0.28031667,0.339189899,0.22319253,0.204864896,0.22032346,0.21402972,0.23087144,0.23257161,0.22516356,0.21850629,0.20727238,0.20820835,0.20784203,0.21032144,0.21037707,0.21261333,0.21314615,0.22035349,0.216284898,0,0.04039417,0.20043658,0.2690424,0.18325136,0.18524252,0.19312412,0.19545021,0.16333654,0.17568786
Sterculia,Malvaceae_54,0.2403949,0.22494338,0.23384702,0.22414338,0.21855261,0.21766424,0.26063484,0.21693235,0.23078438,0.22888577,0.30190633,0.21908495,0.23025784,0.19386507,0.271231,0.29327019,0.29201103,0.26453725,0.27028492,0.17076698,0.191365,0.18891065,0.18187045,0.23923807,0.31215419,0.21652953,0.22758219,0.23488033,0.23639103,0.305939896,0.29497068,0.23981414,0.23757358,0.27109425,0.32996748,0.21397011,0.19564248,0.21110104,0.204807296,0.22164902,0.22334919,0.21594114,0.20928387,0.19804996,0.19898593,0.19861961,0.20109902,0.20115465,0.20339091,0.20392373,0.21113107,0.20706248,0.04039417,0,0.19121416,0.25981998,0.17402894,0.17602009,0.183901697,0.18622779,0.15411411,0.16646544
Terminalia,Combretaceae_55,0.2499219,0.23447038,0.24337402,0.23367038,0.22807961,0.22719124,0.27016184,0.22645935,0.24031138,0.23841276,0.31143333,0.22861195,0.23978484,0.20339207,0.280757997,0.30279719,0.30153803,0.27406425,0.27981191,0.18029398,0.200892,0.19843764,0.19139745,0.24876506,0.32168119,0.22605653,0.23710919,0.24440733,0.24591802,0.31546689,0.30449768,0.24934114,0.24710057,0.28062125,0.33949448,0.22349711,0.20516947,0.22062803,0.21433429,0.23117602,0.23287619,0.22546814,0.21881087,0.20757696,0.20851292,0.2081466,0.21062601,0.21068164,0.21291791,0.21345072,0.22065807,0.21658948,0.20043658,0.19121416,0,0.198048599,0.11225755,0.11424871,0.19342869,0.19575479,0.18640062,0.19875195
Clidemia,Melastomataceae_56,0.31852773,0.30307621,0.31197985,0.3022762,0.29668543,0.29579707,0.33876766,0.29506517,0.30891721,0.30701859,0.38003915,0.29721777,0.30839067,0.27199789,0.34936382,0.37140301,0.37014385,0.34267007,0.34841774,0.24889981,0.26949783,0.26704347,0.26000327,0.31737089,0.39028701,0.29466235,0.30571501,0.31301316,0.31452385,0.38407272,0.373103499,0.31794696,0.315706397,0.34922707,0.4081003,0.29210293,0.273775298,0.28923386,0.28294012,0.29978184,0.30148201,0.29407396,0.28741669,0.27618278,0.27711875,0.27675243,0.27923184,0.27928747,0.28152373,0.28205655,0.28926389,0.2851953,0.2690424,0.25981998,0.198048599,0,0.16826739,0.17025855,0.26203452,0.26436061,0.25500645,0.26735777
Eucalyptus,Myrtaceae_57,0.23273668,0.21728516,0.226188797,0.21648515,0.21089439,0.21000602,0.25297661,0.20927412,0.22312616,0.22122754,0.2942481,0.21142673,0.22259962,0.18620685,0.26357277,0.28561197,0.28435281,0.25687903,0.26262669,0.16310876,0.18370678,0.18125242,0.17421223,0.23157984,0.30449596,0.2088713,0.21992397,0.22722211,0.2287328,0.29828167,0.28731245,0.23215591,0.22991535,0.26343602,0.32230925,0.20631188,0.18798425,0.20344281,0.19714907,0.21399079,0.21569097,0.20828291,0.20162564,0.19039173,0.1913277,0.19096138,0.19344079,0.19349642,0.19573269,0.196265499,0.20347284,0.19940425,0.18325136,0.17402894,0.11225755,0.16826739,0,0.03498048,0.17624347,0.17856957,0.169215399,0.18156672
Myrtus,Myrtaceae_58,0.23472784,0.21927632,0.22817996,0.21847631,0.21288555,0.21199718,0.25496777,0.21126528,0.22511732,0.223218698,0.29623926,0.21341788,0.22459078,0.188198,0.26556393,0.28760313,0.28634396,0.25887018,0.26461785,0.16509992,0.18569794,0.18324358,0.17620338,0.233570998,0.30648712,0.21086246,0.22191513,0.22921327,0.23072396,0.30027283,0.28930361,0.23414707,0.23190651,0.26542718,0.32430041,0.20830304,0.18997541,0.20543397,0.19914023,0.21598195,0.21768212,0.21027407,0.2036168,0.19238289,0.19331886,0.19295254,0.19543195,0.19548758,0.19772384,0.19825666,0.205464,0.20139541,0.18524252,0.17602009,0.11424871,0.17025855,0.03498048,0,0.17823463,0.18056072,0.17120656,0.18355788
Prunus,Rosaceae_59,0.2275227,0.21207118,0.22097482,0.21127118,0.20568041,0.20479204,0.24776264,0.20406015,0.21791218,0.21601356,0.28903412,0.20621275,0.22781584,0.167398896,0.24476482,0.26680402,0.26554486,0.23807108,0.24381874,0.14169687,0.16229489,0.15984053,0.15280034,0.23679606,0.30971219,0.21408753,0.22514019,0.23243833,0.23394902,0.30349789,0.29252867,0.22694193,0.22470137,0.25822205,0.31709528,0.20109791,0.18277027,0.19822883,0.19193509,0.20877682,0.21047699,0.20306894,0.19641166,0.18517775,0.18611372,0.1857474,0.18822681,0.18828244,0.19051871,0.19105152,0.19825887,0.19419028,0.19312412,0.183901697,0.19342869,0.26203452,0.17624347,0.17823463,0,0.06262073,0.17908816,0.19143948
Spiraea,Rosaceae_60,0.229848795,0.21439727,0.22330092,0.21359727,0.2080065,0.20711814,0.25008873,0.20638624,0.22023828,0.21833966,0.29136022,0.20853884,0.23014193,0.16972499,0.24709092,0.26913011,0.26787095,0.24039717,0.24614483,0.14402296,0.16462098,0.16216663,0.15512643,0.23912216,0.31203828,0.21641362,0.22746628,0.23476442,0.23627512,0.30582399,0.29485477,0.22926803,0.22702747,0.26054814,0.31942137,0.203424,0.18509637,0.20055493,0.19426119,0.21110291,0.21280308,0.20539503,0.19873776,0.18750385,0.18843982,0.188073498,0.19055291,0.19060854,0.1928448,0.19337762,0.20058496,0.19651637,0.19545021,0.18622779,0.19575479,0.26436061,0.17856957,0.18056072,0.06262073,0,0.18141426,0.19376558
Schinus,Anacardiaceae_61,0.23558137,0.22012985,0.22903349,0.21932984,0.21373908,0.21285071,0.2558213,0.21211881,0.22597085,0.22407223,0.29709279,0.21427142,0.22544431,0.18905154,0.26641746,0.28845666,0.287197495,0.25972371,0.26547138,0.16595345,0.18655147,0.18409711,0.17705692,0.23442453,0.30734065,0.21171599,0.22276866,0.230066798,0.23157749,0.30112636,0.29015714,0.2350006,0.23276004,0.26628071,0.32515394,0.20915657,0.19082894,0.206287498,0.19999376,0.21683548,0.21853565,0.2111276,0.20447033,0.19323642,0.19417239,0.19380607,0.19628548,0.19634111,0.19857737,0.19911019,0.20631753,0.20224894,0.16333654,0.15411411,0.18640062,0.25500645,0.169215399,0.17120656,0.17908816,0.18141426,0,0.09662311
Cupaniopsis,Sapindaceae_62,0.24793269,0.23248117,0.24138481,0.23168117,0.226090399,0.22520203,0.26817262,0.22447014,0.23832217,0.23642355,0.30944411,0.22662274,0.23779563,0.20140286,0.27876879,0.30080798,0.29954882,0.27207504,0.2778227,0.17830477,0.19890279,0.19644843,0.18940824,0.24677585,0.31969198,0.22406732,0.23511998,0.24241812,0.24392881,0.31347768,0.30250846,0.24735192,0.24511136,0.27863204,0.33750527,0.221507896,0.20318026,0.21863882,0.21234508,0.2291868,0.23088698,0.22347893,0.21682165,0.20558774,0.20652371,0.20615739,0.2086368,0.20869243,0.210928697,0.21146151,0.21866886,0.21460027,0.17568786,0.16646544,0.19875195,0.26735777,0.18156672,0.18355788,0.19143948,0.19376558,0.09662311,0
