,,Celastrus,Brexia,Denhamia,Elaeodendron,Euonymus,Maytenus,Parnassia,Paxistima,Plagiopteron,Siphonodon,Stackhousia,Tripterygium,Arbutus,Albizia,Cicer,Glycine,Lotus,Medicago,Pisum,Alnus,Quercus,Chrysolepis,Fagus,Coffea,Galium,Luculia,Nerium,Cryptocarya,Laurus,Annona,Cananga,Malesherbia,Paropsia,Passiflora,Turnera,Aporusa,Bischofia,Croizatia,Heywoodia,Lachnostylis,Phyllanthus,Abatia,Casearia,Dovyalis,Flacourtia,Idesia,Lunania,Poliothyrsis,Populus,Prockia,Salix,Scyphostegia,Gossypium,Sterculia,Terminalia,Clidemia,Eucalyptus,Myrtus,Prunus,Spiraea,Schinus,Cupaniopsis
,,Celastraceae_1,Celastraceae_2,Celastraceae_3,Celastraceae_4,Celastraceae_5,Celastraceae_6,Celastraceae_7,Celastraceae_8,Celastraceae_9,Celastraceae_10,Celastraceae_11,Celastraceae_12,Ericaceae_13,Fabaceae_14,Fabaceae_15,Fabaceae_16,Fabaceae_17,Fabaceae_18,Fabaceae_19,Betulaceae_20,Fagaceae_21,Fagaceae_22,Fagaceae_23,Rubiaceae_24,Rubiaceae_25,Rubiaceae_26,Apocynaceae_27,Lauraceae_28,Lauraceae_29,Annonaceae_30,Annonaceae_31,Passifloraceae_32,Passifloraceae_33,Passifloraceae_34,Passifloraceae_35,Phyllanthaceae_36,Phyllanthaceae_37,Phyllanthaceae_38,Phyllanthaceae_39,Phyllanthaceae_40,Phyllanthaceae_41,Salicaceae_42,Salicaceae_43,Salicaceae_44,Salicaceae_45,Salicaceae_46,Salicaceae_47,Salicaceae_48,Salicaceae_49,Salicaceae_50,Salicaceae_51,Salicaceae_52,Malvaceae_53,Malvaceae_54,Combretaceae_55,Melastomataceae_56,Myrtaceae_57,Myrtaceae_58,Rosaceae_59,Rosaceae_60,Anacardiaceae_61,Sapindaceae_62
Galium,Rubiaceae_25,0.11466655,0.11039514,0.11858424,0.10733712,0.10940059,0.11512106,0.11519502,0.12079254,0.11150631,0.11708594,0.12434144,0.11971762,0.08738539,0.10517239,0.16562818,0.15615501,0.18793058,0.10177021,0.13645599,0.11182208,0.10793603,0.09178334,0.10554427,0.08141796,0,0.07549878,0.0706499,0.11179801,0.11167718,0.12929697,0.12376981,0.1066505,0.11697026,0.10609063,0.14306055,0.12145268,0.10060924,0.08738482,0.13196916,0.134685798,0.10697073,0.11452981,0.10772096,0.11058735,0.10832599,0.11394581,0.10878368,0.10991001,0.11443779,0.11120352,0.099201499,0.11562571,0.1070833,0.10482989,0.10403011,0.11103702,0.15026844,0.1059799,0.12845321,0.10764522,0.11094278,0.10478831
Luculia,Rubiaceae_26,0.11012305,0.112153896,0.16281035,0.10318521,0.11327445,0.15210661,0.10502176,0.132518296,0.12907337,0.12721523,0.13585882,0.133570899,0.09546516,0.11142075,0.17465005,NaN,0.168614899,0.10932323,0.13813143,0.10450228,0.10744242,0.10855241,0.11383557,0.05283715,0.07549878,0,0.05855656,0.09760723,0.09833777,0.14035992,0.12368356,0.13276924,0.13354924,0.12237197,0.15942915,0.15205066,0.11287196,0.1231286,0.14006665,0.15665395,0.10807201,0.14604789,0.11920653,0.13236564,0.14115985,0.133702499,0.12040899,0.13777857,0.11894289,0.13746077,0.108967197,0.14022116,0.11306678,0.11081089,0.10048271,0.11284007,0.15816702,0.09391699,0.1325243,0.10617198,0.10907231,0.1055549
Nerium,Apocynaceae_27,0.08946033,0.08950191,0.11318738,0.08222038,0.08881593,0.10603944,0.07708111,0.09188496,0.08523559,0.08595331,0.10822807,0.09178294,0.07822442,0.09313104,0.1248379,0.03358457,0.17443998,0.08199566,0.11328272,0.080319999,0.08220282,0.07685735,0.09591166,0.06391277,0.0706499,0.05855656,0,0.06782742,0.06892208,0.09841313,0.10044193,0.09920555,0.10634637,0.09281653,0.11971575,0.10752031,0.08014699,0.09018569,0.11787401,0.12765412,0.0788638,0.10654409,0.09415686,0.0993369,0.10024482,0.08567969,0.096318995,0.10023669,0.07801316,0.10261833,0.09016605,0.10175336,0.08704915,0.08052451,0.07781684,0.08777597,0.12835,0.07864142,0.10077092,0.08171977,0.08895213,0.07537937
Cryptocarya,Lauraceae_28,0.09080034,0.08505983,0.08993596,0.08129235,0.08300885,0.08947676,0.09330087,0.09507137,0.08759642,0.08808857,0.09853364,0.09441291,0.07215738,0.08759534,0.17416166,0.16323782,0.18486691,0.08355822,0.11434525,0.07804835,0.08263135,0.06706244,0.0815682,0.10959751,0.11179801,0.09760723,0.06782742,0,0.02236911,0.06046352,0.06153291,0.08589211,0.09562652,0.09046065,0.13822922,0.09857196,0.06813405,0.06437264,0.10766825,0.11929428,0.08437029,0.08660176,0.08111803,0.082638995,0.08411608,0.07323645,0.08279694,0.0859487,0.0831855,0.08583305,0.07854636,0.08860566,0.0890429,0.07870648,0.08093978,0.09556702,0.118600097,0.08048952,0.08600592,0.0834966,0.08261377,0.07360234
Laurus,Lauraceae_29,0.09120416,0.08784262,0.09137205,0.08272471,0.08685399,0.0891089,0.09670109,0.09492888,0.08817568,0.08919069,0.10188014,0.09387804,0.07431444,0.08914939,0.16922068,0.17344328,0.17982894,0.08522186,0.11280484,0.080388696,0.08492973,0.06736071,0.08162837,0.11418814,0.11167718,0.09833777,0.06892208,0.02236911,0,0.06294774,0.06320136,0.08783871,0.09685415,0.0934647,0.13921575,0.09748129,0.0688004,0.06757775,0.10441496,0.11633954,0.08710649,0.08942559,0.08412424,0.08741757,0.08686271,0.07500596,0.08556045,0.08794245,0.08670256,0.0882504,0.081752795,0.08907527,0.090512699,0.08028134,0.08322838,0.09822238,0.1240142,0.08410392,0.08512479,0.08589418,0.08568308,0.07641964
Annona,Annonaceae_30,0.10154333,0.12132148,0.13522916,0.09418714,0.11820054,0.12707099,0.11754996,0.09976427,0.10393848,0.09992475,0.09964303,0.10154251,0.11395432,0.11892652,0.20355824,0.22129392,0.23660044,0.08257849,0.13572978,0.1080021,0.11430758,0.08857424,0.123586898,0.16145564,0.12929697,0.14035992,0.09841313,0.06046352,0.06294774,0,0.05197884,0.12360708,0.13192266,0.12445945,0.18548116,0.13513982,0.09494365,0.14015559,0.16537024,0.16695355,0.11860011,0.136627,0.12252553,0.12689212,0.13006749,0.10178124,0.12397405,0.12898335,0.11620947,0.12802208,0.11538992,0.12914435,0.12587793,0.1056397,0.11817362,0.13171901,0.168734297,0.11485113,0.113385496,0.11409412,0.12416659,0.110435498
Cananga,Annonaceae_31,0.10665031,0.11908043,0.12730367,0.10127693,0.11911296,0.12149621,0.12204887,0.11097064,0.10492614,0.10656921,0.12173281,0.11185632,0.10739545,0.11756891,0.17734618,0.18604055,0.20140871,0.09298213,0.12405616,0.10995089,0.11728176,0.09929675,0.11476553,0.13657129,0.12376981,0.12368356,0.10044193,0.06153291,0.06320136,0.05197884,0,0.10927403,0.11610968,0.11266585,0.16251882,0.11986975,0.10307056,0.10339614,0.13152879,0.14039558,0.11836385,0.11610805,0.10979562,0.10878027,0.10980691,0.110853197,0.10568244,0.109298595,0.11776411,0.11089285,0.10068634,0.111288798,0.11318638,0.11007185,0.11550449,0.12814629,0.1574677,0.11591939,0.11194535,0.11650771,0.10910859,0.11135939
Malesherbia,Passifloraceae_32,0.087537098,0.09102122,0.10576289,0.07909759,0.09322964,0.10052983,0.07716281,0.08147469,0.08059947,0.08011661,0.09790158,0.08146162,0.09677839,0.09520943,0.11367536,0.0389667,0.15431455,0.09072733,0.10137289,0.08283824,0.08977658,0.08889167,0.09467135,0.12033496,0.1066505,0.13276924,0.09920555,0.08589211,0.08783871,0.12360708,0.10927403,0,0.03710588,0.04548625,0.06440758,0.07734722,0.06482814,0.06867249,0.08448645,0.08923387,0.07465348,0.07106615,0.06576753,0.0652579,0.06381892,0.06193975,0.06520779,0.063333999,0.06232765,0.06736111,0.06925756,0.06865212,0.08798786,0.085712196,0.09114728,0.09049113,0.119457795,0.08995353,0.08172864,0.08923719,0.08507519,0.08222127
Paropsia,Passifloraceae_33,0.08739459,0.09830707,0.10482115,0.0793238,0.09950064,0.09940898,0.08462819,0.08090333,0.08240911,0.07791315,0.09998162,0.081455097,0.10219506,0.107063596,0.10997766,0.03170744,0.15373663,0.09474524,0.1000238,0.08710903,0.09620449,0.0944615,0.09501269,0.12337644,0.11697026,0.13354924,0.10634637,0.09562652,0.09685415,0.13192266,0.11610968,0.03710588,0,0.03027588,0.05693094,0.07466819,0.06524544,0.06636149,0.08039757,0.08383286,0.07755036,0.07095414,0.06421009,0.06457639,0.06512676,0.06170127,0.0640657,0.06448965,0.06555917,0.06589531,0.06873663,0.06893769,0.09504478,0.09236156,0.09733709,0.0963385,0.1174947,0.09721034,0.08325728,0.09553307,0.08980675,0.08784116
Passiflora,Passifloraceae_34,0.09400529,0.09824421,0.11247272,0.08695978,0.09828181,0.10745639,0.09156168,0.08834454,0.08925398,0.08530468,0.106019298,0.08816442,0.09437767,0.09822275,0.12501263,0.12089212,0.16534438,0.08346044,0.10374951,0.086498097,0.09580498,0.08534908,0.09217756,0.12361978,0.10609063,0.12237197,0.09281653,0.09046065,0.0934647,0.12445945,0.11266585,0.04548625,0.03027588,0,0.07871921,0.08485431,0.07512883,0.07524449,0.08903134,0.09426346,0.08398565,0.08027712,0.07463167,0.07506484,0.07365635,0.07142946,0.07505942,0.07557609,0.07376222,0.07520206,0.07454907,0.07959923,0.09648894,0.08929277,0.09693904,0.10065795,0.12958962,0.09679925,0.08739957,0.09503978,0.0920908,0.09351301
Turnera,Passifloraceae_35,0.10621639,0.14526816,0.12758935,0.09894088,0.14621167,0.12382601,0.1373444,0.10159856,0.10223599,0.09617408,0.11770213,0.10131085,0.11845144,0.14838117,0.1824946,0.21661818,0.21921543,0.10938698,0.11478712,0.13888981,0.14560192,0.11405931,0.11702695,0.17327082,0.14306055,0.15942915,0.11971575,0.13822922,0.13921575,0.18548116,0.16251882,0.06440758,0.05693094,0.07871921,0,0.10188881,0.08863168,0.09100938,0.11250199,0.11691429,0.12634495,0.09679277,0.08918367,0.08990677,0.08914284,0.08749856,0.088539199,0.09134872,0.11699092,0.09217271,0.09344142,0.09464304,0.14180745,0.13767771,0.15400705,0.15168223,0.17723776,0.15138257,0.10067446,0.13795178,0.13465582,0.13453829
Aporusa,Phyllanthaceae_36,0.08387196,0.09198797,0.09338071,0.07682402,0.09282528,0.08894356,0.07750174,0.07897188,0.07366463,0.07870145,0.09731841,0.08123224,0.10784402,0.11351704,0.11806112,0.03298428,0.15587721,0.10120831,0.10346299,0.08830292,0.09819699,0.09708042,0.09063512,0.12148227,0.12145268,0.15205066,0.10752031,0.09857196,0.09748129,0.13513982,0.11986975,0.07734722,0.07466819,0.08485431,0.10188881,0,0.036095395,0.05335177,0.06600091,0.07464903,0.06183199,0.06821618,0.06667736,0.06070919,0.06007134,0.06234366,0.06352614,0.06211916,0.06372678,0.06382649,0.06736798,0.06527938,0.09519633,0.09326383,0.09606439,0.09995457,0.11236523,0.09639654,0.07796963,0.09018509,0.09303003,0.08611413
Bischofia,Phyllanthaceae_37,0.07075327,0.07619177,0.08642088,0.06454698,0.07377373,0.07999639,0.06970214,0.06350163,0.06766807,0.06425249,0.08678143,0.06608192,0.08627785,0.08809554,0.10129818,0.03061991,0.14239305,0.079767296,0.09011465,0.06372828,0.06934485,0.06810049,0.07978784,0.10479774,0.10060924,0.11287196,0.08014699,0.06813405,0.0688004,0.09494365,0.10307056,0.06482814,0.06524544,0.07512883,0.08863168,0.036095395,0,0.04377843,0.052750596,0.05919843,0.04741539,0.06346886,0.05650547,0.05453358,0.05310708,0.04716543,0.05535818,0.05628771,0.050443697,0.05760837,0.06047007,0.05798466,0.07840341,0.06682563,0.06962225,0.08375997,0.093693697,0.07171043,0.06596581,0.06757516,0.07260555,0.06291456
Croizatia,Phyllanthaceae_38,0.06250485,0.08321243,0.08586977,0.05891256,0.08482469,0.07993102,0.06847099,0.05732082,0.05877153,0.05951057,0.07610022,0.05919888,0.09344797,0.09995226,0.05477132,0.02851552,0.11203813,0.07172929,0.06949482,0.07336731,0.08002652,0.07755333,0.07635037,0.11092753,0.08738482,0.1231286,0.09018569,0.06437264,0.06757775,0.14015559,0.10339614,0.06867249,0.06636149,0.07524449,0.09100938,0.05335177,0.04377843,0,0.0348643,0.03616716,0.04510135,0.06114482,0.05939004,0.05526653,0.05151408,0.05297543,0.05820573,0.05507157,0.05670881,0.05620978,0.05709238,0.05933429,0.08304454,0.08178478,0.07584781,0.09629481,0.07545115,0.09212857,0.06064035,0.07715217,0.075886297,0.07924071
Heywoodia,Phyllanthaceae_39,0.08211877,0.09890498,0.10435162,0.07962439,0.10125092,0.0978485,0.08030358,0.08232722,0.07675478,0.08327166,0.1038019,0.08436022,0.11466837,0.13476746,0.11286758,0.02957855,0.15594208,0.11063103,0.11521511,0.098075698,0.10722181,0.10501314,0.10054693,0.13825789,0.13196916,0.14006665,0.11787401,0.10766825,0.10441496,0.16537024,0.13152879,0.08448645,0.08039757,0.08903134,0.11250199,0.06600091,0.052750596,0.0348643,0,0.04899452,0.05408013,0.07446566,0.07046387,0.06494005,0.06538021,0.06539488,0.06732665,0.0682447,0.07020488,0.06751553,0.07214944,0.07266419,0.10544625,0.10167341,0.08807007,0.10613522,0.11260417,0.10766101,0.08615381,0.10147352,0.10246973,0.09872446
Lachnostylis,Phyllanthaceae_40,0.08671226,0.10383041,0.10821033,0.08378301,0.10533075,0.10060553,0.0842608,0.08844694,0.08406166,0.09301786,0.10722793,0.09238273,0.12538731,0.14692048,0.12100612,0.0288931,0.16159896,0.11852704,0.11985677,0.10171794,0.11182663,0.11020112,0.10590477,0.14687399,0.134685798,0.15665395,0.12765412,0.11929428,0.11633954,0.16695355,0.14039558,0.08923387,0.08383286,0.09426346,0.11691429,0.07464903,0.05919843,0.03616716,0.04899452,0,0.06191943,0.08013986,0.07651732,0.07100603,0.06996668,0.07182007,0.07230085,0.0735818,0.07596414,0.07369988,0.07703522,0.07863211,0.11510041,0.11238137,0.09781251,0.11534106,0.12286416,0.11738333,0.09400749,0.10659158,0.10925966,0.10652594
Phyllanthus,Phyllanthaceae_41,0.07959295,0.08905619,0.096403,0.07333538,0.08595652,0.09145065,0.09179691,0.07162903,0.07514334,0.07248729,0.09080692,0.07238133,0.08402446,0.09138252,0.14178669,0.154427599,0.16610403,0.07627649,0.10551418,0.07972413,0.08737095,0.06984937,0.07989322,0.11798881,0.10697073,0.10807201,0.0788638,0.08437029,0.08710649,0.11860011,0.11836385,0.07465348,0.07755036,0.08398565,0.12634495,0.06183199,0.04741539,0.04510135,0.05408013,0.06191943,0,0.07237759,0.0677514,0.06458354,0.06528277,0.05788041,0.06779008,0.06717878,0.06948781,0.06712351,0.06411578,0.07223776,0.09128843,0.081990895,0.08999122,0.10638564,0.11013397,0.08573996,0.078954697,0.084107598,0.08746144,0.08691519
Abatia,Salicaceae_42,0.08645449,0.09683898,0.09916961,0.08013684,0.09813416,0.09311809,0.07969695,0.07623737,0.07939186,0.07523863,0.09683251,0.07813905,0.10456915,0.111292595,0.10349198,0.034701,0.14487228,0.09535435,0.09721814,0.08601804,0.09428899,0.09221424,0.08753105,0.12096246,0.11452981,0.14604789,0.10654409,0.08660176,0.08942559,0.136627,0.11610805,0.07106615,0.07095414,0.08027712,0.09679277,0.06821618,0.06346886,0.06114482,0.07446566,0.08013986,0.07237759,0,0.04564903,0.02083875,0.02146177,0.02387102,0.042812795,0.02436666,0.02623055,0.01407573,0.03019943,0.03648789,0.09176006,0.09089044,0.09578631,0.09991749,0.10854296,0.100879697,0.07506706,0.08649422,0.09054805,0.08929343
Casearia,Salicaceae_43,0.07435941,0.08383897,0.09150606,0.07040944,0.08438763,0.08617224,0.07448569,0.06859983,0.07148577,0.07000328,0.08939626,0.06923269,0.08962628,0.09534497,0.101255199,0.03147034,0.14430822,0.08661312,0.09373404,0.07312242,0.08031657,0.07910293,0.07905872,0.11346448,0.10772096,0.11920653,0.09415686,0.08111803,0.08412424,0.12252553,0.10979562,0.06576753,0.06421009,0.07463167,0.08918367,0.06667736,0.05650547,0.05939004,0.07046387,0.07651732,0.0677514,0.04564903,0,0.0378527,0.03814281,0.03664651,0.01978898,0.03820508,0.040302296,0.0413573,0.04365059,0.04365439,0.08231948,0.07888633,0.08411808,0.08648035,0.09848655,0.087246299,0.06815783,0.07872611,0.07839275,0.07382598
Dovyalis,Salicaceae_44,0.08121972,0.09036253,0.09327091,0.07406884,0.09003994,0.08770483,0.07631077,0.07130135,0.07340827,0.06885161,0.09479895,0.07250507,0.09698121,0.10458091,0.10191254,0.0368572,0.14065974,0.09373293,0.09478774,0.07839282,0.08705584,0.08624246,0.08236176,0.11195238,0.11058735,0.13236564,0.0993369,0.082638995,0.08741757,0.12689212,0.10878027,0.0652579,0.06457639,0.07506484,0.08990677,0.06070919,0.05453358,0.05526653,0.06494005,0.07100603,0.06458354,0.02083875,0.0378527,0,0.01046667,0.01590035,0.03422592,0.01528955,0.01921276,0.015443599,0.02116338,0.02945489,0.08583105,0.0838269,0.08878131,0.09020754,0.10093597,0.09013639,0.06936687,0.08215575,0.08310798,0.08154505
Flacourtia,Salicaceae_45,0.08007294,0.08990307,0.09142684,0.07305691,0.09065748,0.08619624,0.07548579,0.07049134,0.07159888,0.06836415,0.09392229,0.07114871,0.09689287,0.10506674,0.09885778,0.03365498,0.14326073,0.09107932,0.09317755,0.07991413,0.08981206,0.08831469,0.08179513,0.11276174,0.10832599,0.14115985,0.10024482,0.08411608,0.08686271,0.13006749,0.10980691,0.06381892,0.06512676,0.07365635,0.08914284,0.06007134,0.05310708,0.05151408,0.06538021,0.06996668,0.06528277,0.02146177,0.03814281,0.01046667,0,0.01662056,0.03488695,0.01694224,0.02032574,0.01514589,0.021826996,0.03039386,0.08723359,0.08639672,0.09037368,0.09356771,0.10275012,0.09388923,0.06931935,0.08332883,0.084710798,0.08091986
Idesia,Salicaceae_46,0.07640349,0.0816058,0.0885354,0.07259373,0.07816782,0.08225756,0.07235174,0.07431581,0.07385435,0.07413425,0.09027154,0.075203598,0.09664744,0.10056974,0.10679759,0.03472063,0.14638799,0.09070697,0.09944363,0.06643137,0.07228493,0.06990455,0.08061785,0.11260538,0.11394581,0.133702499,0.08567969,0.07323645,0.07500596,0.10178124,0.110853197,0.06193975,0.06170127,0.07142946,0.08749856,0.06234366,0.04716543,0.05297543,0.06539488,0.07182007,0.05788041,0.02387102,0.03664651,0.01590035,0.01662056,0,0.03304433,0.01237773,0.01025778,0.01885595,0.01605037,0.02940402,0.08909723,0.07309259,0.0700216,0.09439468,0.09870155,0.07676787,0.07343378,0.07106587,0.08612933,0.07234072
Lunania,Salicaceae_47,0.07956716,0.08746081,0.09615256,0.07114581,0.08897973,0.09063842,0.07443472,0.07196454,0.07320975,0.07084233,0.09134721,0.07282983,0.09350188,0.09764807,0.10001923,0.03303722,0.14344529,0.08842245,0.09474774,0.07529366,0.08507498,0.08416465,0.082420599,0.11490796,0.10878368,0.12040899,0.096318995,0.08279694,0.08556045,0.12397405,0.10568244,0.06520779,0.0640657,0.07505942,0.088539199,0.06352614,0.05535818,0.05820573,0.06732665,0.07230085,0.06779008,0.042812795,0.01978898,0.03422592,0.03488695,0.03304433,0,0.03392084,0.03791688,0.03765638,0.04059388,0.03991303,0.08416592,0.08356271,0.08892717,0.09258306,0.106894797,0.08811776,0.07286934,0.08406507,0.08021246,0.07905039
Poliothyrsis,Salicaceae_48,0.08058409,0.09202522,0.09410978,0.07422047,0.09214052,0.08816975,0.07553894,0.06935613,0.07177701,0.06990484,0.09419256,0.07078267,0.09838418,0.10779929,0.104611296,0.03415807,0.14448651,0.095872195,0.09805716,0.08000655,0.08718327,0.08576505,0.08293302,0.11350922,0.10991001,0.13777857,0.10023669,0.0859487,0.08794245,0.12898335,0.109298595,0.063333999,0.06448965,0.07557609,0.09134872,0.06211916,0.05628771,0.05507157,0.0682447,0.0735818,0.06717878,0.02436666,0.03820508,0.01528955,0.01694224,0.01237773,0.03392084,0,0.015097595,0.01976839,0.01867507,0.030143696,0.08796274,0.08642832,0.09185931,0.09096516,0.10360308,0.093031797,0.07182589,0.08535878,0.0849404,0.08176383
Populus,Salicaceae_49,0.08028584,0.09200296,0.09384124,0.07594978,0.08942502,0.08777425,0.09270197,0.07188987,0.07682043,0.07166781,0.09376834,0.07258955,0.08951748,0.09304688,0.13552553,0.150212096,0.16229334,0.08028117,0.10531279,0.07778571,0.08500053,0.06574812,0.08221886,0.12567082,0.11443779,0.11894289,0.07801316,0.0831855,0.08670256,0.11620947,0.11776411,0.06232765,0.06555917,0.07376222,0.11699092,0.06372678,0.050443697,0.05670881,0.07020488,0.07596414,0.06948781,0.02623055,0.040302296,0.01921276,0.02032574,0.01025778,0.03791688,0.015097595,0,0.02114409,0.01327195,0.0337087,0.09187373,0.07941499,0.08386835,0.10730682,0.107912997,0.08442631,0.07576076,0.08080439,0.088753795,0.08371745
Prockia,Salicaceae_50,0.08302597,0.09425355,0.0958083,0.07629671,0.09378714,0.08952785,0.078919799,0.07328833,0.07621898,0.07157316,0.09506341,0.0745452,0.10030879,0.10774402,0.10107949,0.03573612,0.14261073,0.09294541,0.09528133,0.08094541,0.08948794,0.08867555,0.08428517,0.11375389,0.11120352,0.13746077,0.10261833,0.08583305,0.0882504,0.12802208,0.11089285,0.06736111,0.06589531,0.07520206,0.09217271,0.06382649,0.05760837,0.05620978,0.06751553,0.07369988,0.06712351,0.01407573,0.0413573,0.015443599,0.01514589,0.01885595,0.03765638,0.01976839,0.02114409,0,0.0242132,0.03145294,0.08852837,0.08724468,0.09197266,0.09473333,0.10638207,0.09231768,0.07229464,0.08446024,0.08517737,0.08496318
Salix,Salicaceae_51,0.08480437,0.08198118,0.09859311,0.07654361,0.08340703,0.09297583,0.07208605,0.07461254,0.0765395,0.07200908,0.09644681,0.07574907,0.08968194,0.09291997,0.10335556,0.03363485,0.14465222,0.08683114,0.09697908,0.07346221,0.08114784,0.08017084,0.07579076,0.10137573,0.099201499,0.108967197,0.09016605,0.07854636,0.081752795,0.11538992,0.10068634,0.06925756,0.06873663,0.07454907,0.09344142,0.06736798,0.06047007,0.05709238,0.07214944,0.07703522,0.06411578,0.03019943,0.04365059,0.02116338,0.021826996,0.01605037,0.04059388,0.01867507,0.01327195,0.0242132,0,0.03637941,0.08161638,0.080068895,0.08247689,0.0855745,0.10655446,0.08445428,0.07202926,0.07947997,0.07587132,0.07489651
Scyphostegia,Salicaceae_52,0.08461978,0.09293094,0.09728419,0.07747639,0.09395069,0.09056257,0.078336695,0.07454944,0.07623245,0.07148406,0.09955809,0.07618913,0.09881382,0.10642733,0.10563839,0.03643195,0.14684728,0.0977787,0.10005116,0.08248684,0.09077302,0.08930532,0.08524958,0.115916298,0.11562571,0.14022116,0.10175336,0.08860566,0.08907527,0.12914435,0.111288798,0.06865212,0.06893769,0.07959923,0.09464304,0.06527938,0.05798466,0.05933429,0.07266419,0.07863211,0.07223776,0.03648789,0.04365439,0.02945489,0.03039386,0.02940402,0.03991303,0.030143696,0.0337087,0.03145294,0.03637941,0,0.08847889,0.08764286,0.09216921,0.096039,0.10387234,0.09529134,0.07415918,0.08618312,0.08473936,0.08359055
Gossypium,Malvaceae_53,0.08336006,0.09773207,0.09972495,0.0729825,0.09867261,0.09215863,0.09892287,0.08554312,0.07594365,0.08413608,0.09482166,0.08433025,0.08523945,0.09328653,0.14253258,0.14972235,0.17062136,0.07987254,0.10213312,0.0837305,0.09315027,0.07742807,0.08474254,0.11626442,0.1070833,0.11306678,0.08704915,0.0890429,0.090512699,0.12587793,0.11318638,0.08798786,0.09504478,0.09648894,0.14180745,0.09519633,0.07840341,0.08304454,0.10544625,0.11510041,0.09128843,0.09176006,0.08231948,0.08583105,0.08723359,0.08909723,0.08416592,0.08796274,0.09187373,0.08852837,0.08161638,0.08847889,0,0.02245562,0.09007944,0.10480701,0.10968066,0.08308954,0.07856224,0.08714269,0.07416975,0.07487959
Sterculia,Malvaceae_54,0.07890093,0.08891009,0.09410146,0.07152013,0.08628659,0.08454973,0.09093493,0.07901728,0.07422084,0.07845541,0.09250208,0.07837465,0.08442744,0.08720298,0.14296484,0.15321699,0.17314837,0.07588727,0.10177411,0.07333242,0.08163732,0.06782088,0.08152845,0.11708924,0.10482989,0.11081089,0.08052451,0.07870648,0.08028134,0.1056397,0.11007185,0.085712196,0.09236156,0.08929277,0.13767771,0.09326383,0.06682563,0.08178478,0.10167341,0.11238137,0.081990895,0.09089044,0.07888633,0.0838269,0.08639672,0.07309259,0.08356271,0.08642832,0.07941499,0.08724468,0.080068895,0.08764286,0.02245562,0,0.07773695,0.09917195,0.10772152,0.07415293,0.07801307,0.07692927,0.07146139,0.066179397
Terminalia,Combretaceae_55,0.07907238,0.09642359,0.10527612,0.075127997,0.09370344,0.09840656,0.09861483,0.08162979,0.08605323,0.07765476,0.09795201,0.08296989,0.09040453,0.09096417,0.13540578,0.1585058,0.1601371,0.06776031,0.0995664,0.07660899,0.08545231,0.06215426,0.08057358,0.12666738,0.10403011,0.10048271,0.07781684,0.08093978,0.08322838,0.11817362,0.11550449,0.09114728,0.09733709,0.09693904,0.15400705,0.09606439,0.06962225,0.07584781,0.08807007,0.09781251,0.08999122,0.09578631,0.08411808,0.08878131,0.09037368,0.0700216,0.08892717,0.09185931,0.08386835,0.09197266,0.08247689,0.09216921,0.09007944,0.07773695,0,0.08249297,0.06612161,0.05604034,0.07835304,0.08274104,0.08363691,0.08082815
Clidemia,Melastomataceae_56,0.079152799,0.1079546,0.10031313,0.07406015,0.10710944,0.09550264,0.10873925,0.08441664,0.07653069,0.08089174,0.08386299,0.08460933,0.090212,0.10400379,0.15198804,0.17972428,0.17719556,0.07753306,0.10323727,0.09802062,0.10604483,0.08327491,0.08950899,0.13234167,0.11103702,0.11284007,0.08777597,0.09556702,0.09822238,0.13171901,0.12814629,0.09049113,0.0963385,0.10065795,0.15168223,0.09995457,0.08375997,0.09629481,0.10613522,0.11534106,0.10638564,0.09991749,0.08648035,0.09020754,0.09356771,0.09439468,0.09258306,0.09096516,0.10730682,0.09473333,0.0855745,0.096039,0.10480701,0.09917195,0.08249297,0,0.09558721,0.07254119,0.08659062,0.10121304,0.09571523,0.10013234
Eucalyptus,Myrtaceae_57,0.09091956,0.11965575,0.11730786,0.08681309,0.11764102,0.11259142,0.12357568,0.09287445,0.08265433,0.09451209,0.115521995,0.09350477,0.11763243,0.11670183,0.142510598,0.14917047,0.18158914,0.11690059,0.1166467,0.10380988,0.1176655,0.10781227,0.10016526,0.14397961,0.15026844,0.15816702,0.12835,0.118600097,0.1240142,0.168734297,0.1574677,0.119457795,0.1174947,0.12958962,0.17723776,0.11236523,0.093693697,0.07545115,0.11260417,0.12286416,0.11013397,0.10854296,0.09848655,0.10093597,0.10275012,0.09870155,0.106894797,0.10360308,0.107912997,0.10638207,0.10655446,0.10387234,0.10968066,0.10772152,0.06612161,0.09558721,0,0.02689926,0.09059164,0.105359395,0.10294365,0.10307103
