,,Celastrus,Brexia,Denhamia,Elaeodendron,Euonymus,Maytenus,Parnassia,Paxistima,Plagiopteron,Siphonodon,Stackhousia,Tripterygium,Arbutus,Albizia,Cicer,Glycine,Lotus,Medicago,Pisum,Alnus,Quercus,Chrysolepis,Fagus,Coffea,Galium,Luculia,Nerium,Cryptocarya,Laurus,Annona,Cananga,Malesherbia,Paropsia,Passiflora,Turnera,Aporusa,Bischofia,Croizatia,Heywoodia,Lachnostylis,Phyllanthus,Abatia,Casearia,Dovyalis,Flacourtia,Idesia,Lunania,Poliothyrsis,Populus,Prockia,Salix,Scyphostegia,Gossypium,Sterculia,Terminalia,Clidemia,Eucalyptus,Myrtus,Prunus,Spiraea,Schinus,Cupaniopsis
,,Celastraceae_1,Celastraceae_2,Celastraceae_3,Celastraceae_4,Celastraceae_5,Celastraceae_6,Celastraceae_7,Celastraceae_8,Celastraceae_9,Celastraceae_10,Celastraceae_11,Celastraceae_12,Ericaceae_13,Fabaceae_14,Fabaceae_15,Fabaceae_16,Fabaceae_17,Fabaceae_18,Fabaceae_19,Betulaceae_20,Fagaceae_21,Fagaceae_22,Fagaceae_23,Rubiaceae_24,Rubiaceae_25,Rubiaceae_26,Apocynaceae_27,Lauraceae_28,Lauraceae_29,Annonaceae_30,Annonaceae_31,Passifloraceae_32,Passifloraceae_33,Passifloraceae_34,Passifloraceae_35,Phyllanthaceae_36,Phyllanthaceae_37,Phyllanthaceae_38,Phyllanthaceae_39,Phyllanthaceae_40,Phyllanthaceae_41,Salicaceae_42,Salicaceae_43,Salicaceae_44,Salicaceae_45,Salicaceae_46,Salicaceae_47,Salicaceae_48,Salicaceae_49,Salicaceae_50,Salicaceae_51,Salicaceae_52,Malvaceae_53,Malvaceae_54,Combretaceae_55,Melastomataceae_56,Myrtaceae_57,Myrtaceae_58,Rosaceae_59,Rosaceae_60,Anacardiaceae_61,Sapindaceae_62
Annona,Annonaceae_30,0.09461538,0.11148387,0.12313938,0.08812202,0.10879659,0.11623179,0.10820566,0.09287749,0.09651628,0.09316174,0.09290893,0.09447923,0.10511337,0.10934165,0.176347095,0.18941138,0.20054244,0.07793139,0.12339623,0.10000659,0.10536188,0.08321988,0.113173498,0.14376004,0.11786217,0.12685362,0.09174389,0.05793451,0.06018274,0,0.04998073,0.11340345,0.12024291,0.11411411,0.16331439,0.12287836,0.088776498,0.12677419,0.14695431,0.14839538,0.10902908,0.12412587,0.11239394,0.115947199,0.11859649,0.09461967,0.11361665,0.1176781,0.10697903,0.116912798,0.10640972,0.1178361,0.11507554,0.09797409,0.10873074,0.12022367,0.14982374,0.10590858,0.10450051,0.10521853,0.11376739,0.10211592
Cananga,Annonaceae_31,0.09887306,0.10940778,0.11637686,0.09416417,0.10941955,0.11140161,0.11176969,0.10243962,0.09721693,0.09879985,0.11154088,0.10326685,0.09943527,0.10805957,0.15651924,0.16314379,0.17478545,0.08698079,0.11362774,0.10149768,0.10769718,0.09238164,0.10561594,0.12382212,0.11325554,0.11296747,0.09338575,0.05881178,0.06031666,0.04998073,0,0.10109373,0.10685545,0.10400069,0.1452954,0.1100012,0.09551292,0.09584228,0.11967238,0.12700351,0.10862677,0.10678408,0.10141886,0.10048028,0.10140627,0.10212728,0.09802865,0.10096455,0.10805656,0.10234836,0.09369426,0.10266448,0.10430453,0.10154728,0.10626902,0.11718697,0.1407563,0.10662609,0.10316762,0.10704614,0.101013299,0.1027442
Malesherbia,Passifloraceae_32,0.0823788,0.08542764,0.09830082,0.07480951,0.08737369,0.09371457,0.07301477,0.07685751,0.07609313,0.07568027,0.09134497,0.07691206,0.09043744,0.08913729,0.1049763,0.03790984,0.13840759,0.08510178,0.09433672,0.07813643,0.08424305,0.08349436,0.08854101,0.11047346,0.09877354,0.12063172,0.09245895,0.08078888,0.08241162,0.11340345,0.10109373,0,0.03614716,0.04405241,0.06164089,0.07319523,0.06189204,0.06535693,0.07952,0.08373436,0.0708192,0.06756588,0.06278366,0.06227982,0.06098037,0.05926404,0.06228559,0.06054122,0.0596355,0.06419004,0.06595968,0.06536769,0.08262368,0.0806304,0.08553757,0.08503519,0.11006609,0.08458445,0.07704591,0.08377389,0.08015189,0.07754494
Paropsia,Passifloraceae_33,0.08217593,0.0917505,0.09741651,0.07494795,0.09279079,0.09267187,0.07965217,0.07631206,0.07763665,0.07364672,0.09309791,0.07685702,0.09505988,0.09934715,0.10165428,0.03092784,0.13776435,0.08852724,0.09310186,0.08186113,0.08979841,0.08831696,0.08873678,0.11294883,0.10748179,0.12133191,0.09856828,0.08927931,0.09025507,0.12024291,0.10685545,0.03614716,0,0.02963731,0.05475908,0.07071976,0.06222555,0.06323957,0.07583014,0.07890525,0.07338792,0.06735429,0.06129977,0.06157139,0.06207967,0.05898227,0.06117672,0.06151734,0.06252868,0.06278139,0.065443496,0.06554284,0.08873209,0.08640787,0.09093271,0.09014987,0.10820896,0.09088497,0.07829652,0.08920141,0.08432631,0.08250371
Passiflora,Passifloraceae_34,0.0880152,0.09166781,0.103996895,0.08176324,0.09166553,0.099611398,0.08579771,0.08289397,0.08368753,0.08022252,0.09836895,0.08279125,0.08829844,0.09158879,0.11427573,0.11066398,0.14694264,0.07868696,0.09636136,0.08129292,0.08945994,0.08034111,0.08630656,0.11317052,0.09829472,0.11208742,0.086932599,0.08480219,0.08736559,0.11411411,0.10400069,0.04405241,0.02963731,0,0.07459449,0.07980372,0.07119387,0.07126214,0.08346658,0.08805132,0.07907392,0.07570694,0.07077094,0.07104957,0.06981107,0.06781013,0.07118532,0.07154871,0.06993392,0.07118732,0.07068563,0.07512283,0.09000965,0.08374298,0.09051211,0.09383438,0.11827598,0.09045473,0.08201893,0.08876233,0.08626663,0.08744331
Turnera,Passifloraceae_35,0.09873272,0.13156064,0.116963496,0.09238194,0.13233129,0.11376564,0.12490447,0.09465951,0.09519774,0.08993364,0.10843226,0.094457899,0.10908305,0.13401529,0.16093849,0.18654958,0.18867925,0.10136296,0.10601193,0.12613109,0.131683399,0.10536564,0.10788016,0.15362918,0.12944034,0.14276049,0.110145895,0.125581395,0.1263478,0.16331439,0.1452954,0.06164089,0.05475908,0.07459449,0,0.09495586,0.08336012,0.08546341,0.10407967,0.10786372,0.11577312,0.09043895,0.08383882,0.0844164,0.08375867,0.08233165,0.0832796,0.08571068,0.1079096,0.08638379,0.08761259,0.08856927,0.12848214,0.12510675,0.13856209,0.13685464,0.15698213,0.13656512,0.093820598,0.12538652,0.12275099,0.12247363
Aporusa,Phyllanthaceae_36,0.078986995,0.08620043,0.08745295,0.07267999,0.08689063,0.08350075,0.07327203,0.074632897,0.06982685,0.07441359,0.09074806,0.0766721,0.099939795,0.10478987,0.10863874,0.03219107,0.1395569,0.09417564,0.09622642,0.08289198,0.09147457,0.09054786,0.0849642,0.11132203,0.11127187,0.13606691,0.09962453,0.09182335,0.09075499,0.12287836,0.1100012,0.07319523,0.07071976,0.07980372,0.09495586,0,0.03514019,0.05125241,0.06284603,0.07062019,0.05909956,0.06491403,0.06352225,0.05806371,0.05749061,0.0595887,0.06068569,0.05936758,0.06084421,0.06089905,0.06415387,0.062272898,0.08888622,0.087186897,0.08973029,0.09327579,0.10397412,0.09019186,0.07364439,0.08457115,0.08710971,0.08096392
Bischofia,Phyllanthaceae_37,0.06727159,0.07221959,0.08129715,0.06156423,0.07004483,0.07557157,0.06623558,0.06060986,0.064373897,0.06129113,0.0816398,0.06298119,0.08112309,0.08274097,0.09416509,0.02995868,0.12857433,0.07531138,0.08450489,0.06084231,0.06592793,0.06481994,0.07530491,0.09712333,0.09344491,0.10381426,0.07566928,0.06484642,0.06538853,0.088776498,0.09551292,0.06189204,0.06222555,0.07119387,0.08336012,0.03514019,0,0.04236963,0.05066288,0.05661283,0.04580089,0.060583395,0.05423058,0.05236127,0.05106273,0.04556528,0.05319149,0.05399325,0.04864685,0.0552001,0.05788678,0.05555556,0.07404246,0.06365649,0.06621049,0.07901072,0.08756889,0.06813587,0.06282537,0.06435839,0.0689246,0.06010144
Croizatia,Phyllanthaceae_38,0.05962483,0.07846539,0.08081792,0.05635999,0.07982782,0.075512195,0.06498674,0.054849498,0.05619216,0.05693791,0.07197887,0.05664636,0.08731529,0.09315673,0.05259761,0.02795031,0.10324948,0.06795689,0.06600408,0.06952842,0.07549431,0.07333591,0.07221259,0.1023622,0.08181204,0.11237878,0.08440367,0.06117455,0.06406562,0.12677419,0.09584228,0.06535693,0.06323957,0.07126214,0.08546341,0.05125241,0.04236963,0,0.03393405,0.03520031,0.04362934,0.0584378,0.05684294,0.0530303,0.04960033,0.05093215,0.05579233,0.05284553,0.05436669,0.05392252,0.05474171,0.05676516,0.07810078,0.07698289,0.07181329,0.08993448,0.07157969,0.08636364,0.0578914,0.07298706,0.07191581,0.07473171
Heywoodia,Phyllanthaceae_39,0.07732143,0.09216152,0.09689799,0.07509811,0.09411576,0.09118541,0.07563851,0.07747464,0.07244478,0.07840392,0.09629367,0.07937069,0.10568742,0.12253596,0.10418483,0.02892562,0.13956997,0.10222001,0.10622575,0.09141618,0.09924604,0.09741819,0.09361448,0.12517606,0.12000677,0.12654885,0.10836741,0.09966971,0.09665552,0.14695431,0.11967238,0.07952,0.07583014,0.08346658,0.10407967,0.06284603,0.05066288,0.03393405,0,0.04723102,0.05197902,0.07048947,0.06688259,0.06184252,0.062260695,0.06229457,0.06409033,0.06486486,0.06666667,0.06421725,0.068412698,0.06880587,0.09763803,0.09440507,0.0826132,0.09857872,0.10411846,0.09966607,0.08086817,0.09432262,0.09528158,0.09192971
Lachnostylis,Phyllanthaceae_40,0.08141403,0.09648145,0.10030298,0.07883447,0.09768638,0.09366523,0.07915515,0.08299843,0.07902164,0.08704062,0.09928571,0.08651805,0.11468995,0.13249127,0.11103782,0.02830189,0.14410646,0.10882991,0.11003538,0.09461765,0.10322481,0.10188679,0.09825196,0.13223579,0.1222752,0.13973442,0.11654016,0.10939637,0.10672736,0.14839538,0.12700351,0.08373436,0.07890525,0.08805132,0.10786372,0.07062019,0.05661283,0.03520031,0.04723102,0,0.05916214,0.07558603,0.07235227,0.06735669,0.06646576,0.06816385,0.06861337,0.06969697,0.071860095,0.06981585,0.07282869,0.07419201,0.10579842,0.10358445,0.09120803,0.10644513,0.11281337,0.10798243,0.08770505,0.09879154,0.10114943,0.09867452
Phyllanthus,Phyllanthaceae_41,0.07526996,0.08357533,0.09010964,0.06959009,0.08081208,0.08571429,0.08592849,0.068019397,0.07115483,0.06882901,0.08518206,0.06873956,0.07915482,0.08553333,0.12811834,0.13816344,0.14751426,0.07224819,0.09794056,0.07523045,0.08201425,0.06643256,0.07545471,0.10837312,0.09897163,0.099874895,0.07450665,0.07939885,0.08173757,0.10902908,0.10862677,0.0708192,0.07338792,0.07907392,0.11577312,0.05909956,0.04580089,0.04362934,0.05197902,0.05916214,0,0.06871678,0.06453237,0.06160477,0.06226962,0.05549077,0.06458917,0.06398375,0.06607251,0.06393276,0.061271195,0.06853662,0.08539446,0.0772306,0.08438259,0.09872776,0.10180356,0.08062259,0.07451514,0.07911597,0.08215201,0.08157482
Abatia,Salicaceae_42,0.08127741,0.09043736,0.09246962,0.07564753,0.09151144,0.08714734,0.07523697,0.07215764,0.07495041,0.07128713,0.09035243,0.07388881,0.09700286,0.10285604,0.09599057,0.03381148,0.13060978,0.08904296,0.09068702,0.08082227,0.08807177,0.08627988,0.08216136,0.11079825,0.10528489,0.131213996,0.09869862,0.08131329,0.08370886,0.12412587,0.10678408,0.06756588,0.06735429,0.07570694,0.09043895,0.06491403,0.060583395,0.0584378,0.07048947,0.07558603,0.06871678,0,0.04415847,0.02053851,0.021143,0.02347538,0.04149068,0.023957298,0.02575107,0.01393728,0.02956298,0.03553554,0.08583478,0.08507463,0.08950145,0.09322525,0.10046902,0.09400497,0.07100747,0.08132195,0.08487964,0.0837289
Casearia,Salicaceae_43,0.07056323,0.07900208,0.0857971,0.06692324,0.07947616,0.08103408,0.07056043,0.06528724,0.06785117,0.06656387,0.08392395,0.065898498,0.084073,0.08914199,0.09413434,0.0307377,0.13027218,0.08145841,0.08768397,0.06937823,0.07581409,0.07475892,0.07468689,0.10451444,0.09959088,0.109375,0.08802582,0.07653501,0.07912383,0.11239394,0.10141886,0.06278366,0.06129977,0.07077094,0.08383882,0.06352225,0.05423058,0.05684294,0.06688259,0.07235227,0.06453237,0.04415847,0,0.03680982,0.03709043,0.03568905,0.01950641,0.03715445,0.03915535,0.04012739,0.04232179,0.04227331,0.07751268,0.07446809,0.07922445,0.08144283,0.09171534,0.08209438,0.06486942,0.07445545,0.07411024,0.06996569
Dovyalis,Salicaceae_44,0.07660795,0.08469465,0.08729365,0.07017305,0.08437698,0.08234264,0.07220324,0.06767448,0.06955287,0.06546691,0.08853174,0.06879886,0.09034778,0.096972095,0.09457846,0.03582719,0.12711003,0.08757139,0.08850504,0.07401188,0.081668998,0.0810024,0.07753777,0.10308985,0.10191348,0.11999134,0.09244468,0.07775212,0.08190008,0.115947199,0.10048028,0.06227982,0.06157139,0.07104957,0.0844164,0.05806371,0.05236127,0.0530303,0.06184252,0.06735669,0.06160477,0.02053851,0.03680982,0,0.01039096,0.01572773,0.03337083,0.01512689,0.01895375,0.01527673,0.02084406,0.02882815,0.08050473,0.0787312,0.08329004,0.08468098,0.09378961,0.0845807,0.06584198,0.07739666,0.07826087,0.07682992
Flacourtia,Salicaceae_45,0.07561706,0.08432961,0.08570685,0.06925603,0.08495967,0.08103538,0.07143962,0.06694252,0.06793679,0.06501548,0.08779383,0.06758168,0.09036846,0.09742398,0.09200283,0.03278689,0.12932331,0.08530202,0.08712364,0.07541158,0.08412198,0.08283794,0.07706116,0.10385407,0.10002874,0.12737686,0.09324551,0.07910783,0.08143832,0.11859649,0.10140627,0.06098037,0.06207967,0.06981107,0.08375867,0.05749061,0.05106273,0.04960033,0.062260695,0.06646576,0.06226962,0.021143,0.03709043,0.01039096,0,0.01643255,0.03400309,0.01674395,0.02003929,0.01498514,0.02148672,0.02972096,0.081812297,0.08106708,0.08472447,0.08767664,0.09548611,0.08792234,0.06582901,0.07849435,0.07971298,0.07630964
Idesia,Salicaceae_46,0.07233296,0.07704829,0.08315984,0.0688653,0.07397537,0.07754536,0.06858362,0.07040213,0.06996865,0.070264396,0.08476859,0.07122888,0.090213897,0.09360293,0.09895227,0.03381148,0.13177681,0.08499834,0.09266235,0.06330819,0.06859783,0.06647858,0.07608336,0.10381978,0.10488172,0.12129551,0.08056872,0.06943641,0.07095344,0.09461967,0.10212728,0.05926404,0.05898227,0.06781013,0.08233165,0.0595887,0.04556528,0.05093215,0.06229457,0.06816385,0.05549077,0.02347538,0.03568905,0.01572773,0.01643255,0,0.03227459,0.01227465,0.01018552,0.01861122,0.01587722,0.02878905,0.08347783,0.06929037,0.06653513,0.0884135,0.09194483,0.07265707,0.06962394,0.06752609,0.08101361,0.06864564
Lunania,Salicaceae_47,0.07522073,0.08222812,0.08987215,0.06761566,0.08356427,0.08498938,0.0705665,0.068303697,0.06940691,0.06730087,0.08558448,0.06912246,0.08750266,0.091215698,0.0930622,0.03222453,0.12950655,0.083056097,0.08857274,0.07135875,0.080060098,0.07928716,0.07770606,0.10576787,0.10047903,0.11039816,0.08995058,0.07801598,0.08036226,0.11361665,0.09802865,0.06228559,0.06117672,0.07118532,0.0832796,0.06068569,0.05319149,0.05579233,0.06409033,0.06861337,0.06458917,0.04149068,0.01950641,0.03337083,0.03400309,0.03227459,0,0.03309781,0.03690163,0.03661867,0.03944154,0.03875969,0.07916889,0.07863375,0.0834965,0.08686672,0.09907431,0.08292753,0.06907938,0.07920687,0.07577225,0.07470747
Poliothyrsis,Salicaceae_48,0.07604096,0.08618757,0.08804008,0.07032426,0.08625878,0.08278104,0.07149227,0.06592321,0.06808813,0.06643009,0.08803057,0.06724605,0.09167084,0.09982487,0.09692051,0.03326403,0.13020729,0.08944641,0.09136746,0.07550314,0.08184693,0.08063707,0.07811531,0.10451977,0.10142917,0.12454448,0.09327971,0.080739599,0.082365797,0.1176781,0.10096455,0.06054122,0.06151734,0.07154871,0.08571068,0.05936758,0.05399325,0.05284553,0.06486486,0.06969697,0.06398375,0.023957298,0.03715445,0.01512689,0.01674395,0.01227465,0.03309781,0,0.01494238,0.01949826,0.01843496,0.02949263,0.08244581,0.08110138,0.08599761,0.08537296,0.09617787,0.08716578,0.06810697,0.08028379,0.07993413,0.07703585
Populus,Salicaceae_49,0.07586592,0.08622881,0.08782095,0.07192628,0.08395206,0.08243443,0.086737295,0.06823082,0.07260936,0.06805221,0.08787718,0.06889059,0.08399483,0.08705047,0.12291822,0.13475177,0.14440725,0.07581627,0.09773567,0.07350035,0.07993863,0.06271458,0.07748753,0.11460465,0.10534704,0.10907654,0.07378472,0.07832815,0.08135141,0.10697903,0.10805656,0.0596355,0.06252868,0.06993392,0.1079096,0.06084421,0.04864685,0.05436669,0.06666667,0.071860095,0.06607251,0.02575107,0.03915535,0.01895375,0.02003929,0.01018552,0.03690163,0.01494238,0,0.02083333,0.01315031,0.032898899,0.08589406,0.07493787,0.07895984,0.09954218,0.09987387,0.07951867,0.07171808,0.07624649,0.08328499,0.07876712
Prockia,Salicaceae_50,0.07822989,0.08815083,0.08951664,0.07220019,0.087714895,0.08397138,0.07451098,0.06947398,0.07208107,0.06793633,0.08875497,0.07064364,0.09329994,0.09978603,0.09393064,0.03477345,0.12870688,0.08691486,0.08897722,0.07634077,0.08387097,0.08320764,0.07928421,0.10469723,0.10248922,0.12427684,0.095318595,0.08063021,0.08265936,0.116912798,0.10234836,0.06419004,0.06278139,0.07118732,0.08638379,0.06089905,0.0552001,0.05392252,0.06421725,0.06981585,0.06393276,0.01393728,0.04012739,0.01527673,0.01498514,0.01861122,0.03661867,0.01949826,0.02083333,0,0.02379721,0.03074028,0.08293601,0.08179882,0.08613912,0.08868857,0.09858103,0.08655222,0.06850581,0.079485899,0.08011681,0.07989312
Salix,Salicaceae_51,0.07990376,0.07737848,0.092,0.07247475,0.07864343,0.08703512,0.06848825,0.07070707,0.07240876,0.06837107,0.09008556,0.071766095,0.08411021,0.08704788,0.09590339,0.03278689,0.13042592,0.08163493,0.09047692,0.06970795,0.07656465,0.07571175,0.071777399,0.09418709,0.09232165,0.10070039,0.08455371,0.074242797,0.07700905,0.10640972,0.09369426,0.06595968,0.065443496,0.07068563,0.08761259,0.06415387,0.05788678,0.05474171,0.068412698,0.07282869,0.061271195,0.02956298,0.04232179,0.02084406,0.02148672,0.01587722,0.03944154,0.01843496,0.01315031,0.02379721,0,0.03543358,0.07689853,0.0755328,0.07780829,0.08067789,0.09878111,0.07967684,0.06829068,0.07512133,0.07189611,0.07099481
Scyphostegia,Salicaceae_52,0.07962305,0.08700565,0.09084084,0.07325407,0.0878481,0.08490684,0.073991696,0.07060152,0.07209764,0.06786625,0.0926683,0.07211059,0.09197578,0.098655595,0.0977587,0.03537981,0.132202697,0.09109477,0.09308022,0.07767869,0.08495982,0.083712696,0.08013502,0.10651647,0.1062474,0.12646931,0.09458399,0.08305137,0.083378895,0.1178361,0.10266448,0.06536769,0.06554284,0.07512283,0.08856927,0.062272898,0.05555556,0.05676516,0.06880587,0.07419201,0.06853662,0.03553554,0.04227331,0.02882815,0.02972096,0.02878905,0.03875969,0.02949263,0.032898899,0.03074028,0.03543358,0,0.08288061,0.08215369,0.08627248,0.08981332,0.09639777,0.08915358,0.07017544,0.08097928,0.07972403,0.0786396
Gossypium,Malvaceae_53,0.07850619,0.09119843,0.09287612,0.0691918,0.091980699,0.08622436,0.09217331,0.08031965,0.0717642,0.07911435,0.088484699,0.07927412,0.0802583,0.08724237,0.12863415,0.13433146,0.15087971,0.07543923,0.09496367,0.07876481,0.08709194,0.07323779,0.07971888,0.10682448,0.09901223,0.10415192,0.08175654,0.08346201,0.08470872,0.11507554,0.10430453,0.08262368,0.08873209,0.09000965,0.12848214,0.08888622,0.07404246,0.07810078,0.09763803,0.10579842,0.08539446,0.08583478,0.07751268,0.08050473,0.081812297,0.08347783,0.07916889,0.08244581,0.08589406,0.08293601,0.07689853,0.08288061,0,0.02210547,0.08442111,0.09742357,0.10147992,0.07832318,0.07409207,0.08176439,0.070372596,0.07093596
Sterculia,Malvaceae_54,0.07455497,0.08351293,0.08800181,0.06786806,0.08120097,0.07954674,0.08518227,0.07457831,0.07025316,0.07411424,0.086673699,0.07402913,0.07949081,0.08192328,0.12910897,0.13719426,0.15302408,0.07188424,0.09469602,0.0695089,0.07695558,0.06457231,0.076832897,0.10751727,0.09707539,0.10219907,0.07598271,0.07434612,0.07573615,0.09797409,0.10154728,0.0806304,0.08640787,0.08374298,0.12510675,0.087186897,0.06365649,0.07698289,0.09440507,0.10358445,0.0772306,0.08507463,0.07446809,0.0787312,0.08106708,0.06929037,0.07863375,0.08110138,0.07493787,0.08179882,0.0755328,0.08215369,0.02210547,0,0.07352132,0.09253876,0.09974299,0.07033523,0.07367613,0.07275723,0.06793426,0.06309096
Terminalia,Combretaceae_55,0.07477403,0.09016679,0.09788954,0.07120231,0.08776397,0.09188866,0.09193637,0.07698717,0.08086884,0.07348085,0.09156993,0.07823301,0.08486957,0.08528755,0.12306667,0.1418098,0.14316167,0.06457294,0.09283241,0.07248939,0.0803607,0.05943732,0.07601215,0.11577028,0.09656553,0.09352867,0.07365925,0.07639933,0.07843137,0.10873074,0.10626902,0.08553757,0.09093271,0.09051211,0.13856209,0.08973029,0.06621049,0.07181329,0.0826132,0.09120803,0.08438259,0.08950145,0.07922445,0.08329004,0.08472447,0.06653513,0.0834965,0.08599761,0.07895984,0.08613912,0.07780829,0.08627248,0.08442111,0.07352132,0,0.07788045,0.06316016,0.05388949,0.07409494,0.07797359,0.0789047,0.07629162
Clidemia,Melastomataceae_56,0.07496379,0.10019041,0.093598,0.07035115,0.09942145,0.08937739,0.100794797,0.07962786,0.07249097,0.07648998,0.07908455,0.07980255,0.08481045,0.09676289,0.13686687,0.15870995,0.15666303,0.07353089,0.09616337,0.09153685,0.09846357,0.07857803,0.08406665,0.12067607,0.10267566,0.10418035,0.0826144,0.08945687,0.09175573,0.12022367,0.11718697,0.08503519,0.09014987,0.09383438,0.13685464,0.09327579,0.07901072,0.08993448,0.09857872,0.10644513,0.09872776,0.09322525,0.08144283,0.08468098,0.08767664,0.0884135,0.08686672,0.08537296,0.09954218,0.08868857,0.08067789,0.08981332,0.09742357,0.09253876,0.07788045,0,0.08944183,0.06898521,0.08151141,0.09427796,0.08961469,0.09338029
Eucalyptus,Myrtaceae_57,0.08520069,0.11015006,0.10826151,0.08160237,0.10837849,0.10410959,0.1131934,0.08700834,0.07790143,0.08842254,0.10636277,0.08758076,0.10838593,0.10737555,0.12879497,0.13425926,0.15989275,0.10762943,0.10750193,0.09646367,0.10826931,0.09991189,0.09334549,0.13004246,0.13515949,0.14173006,0.11755921,0.10905045,0.11351668,0.14982374,0.1407563,0.11006609,0.10820896,0.11827598,0.15698213,0.10397412,0.08756889,0.07157969,0.10411846,0.11281337,0.10180356,0.10046902,0.09171534,0.09378961,0.09548611,0.09194483,0.09907431,0.09617787,0.09987387,0.09858103,0.09878111,0.09639777,0.10147992,0.09974299,0.06316016,0.08944183,0,0.02640178,0.08491508,0.09771497,0.09593153,0.0957939
Myrtus,Myrtaceae_58,0.07833263,0.08283387,0.09526037,0.07143858,0.08086916,0.08912127,0.08677639,0.07473248,0.07914291,0.07500436,0.08690641,0.07615265,0.081206496,0.07963542,0.14221482,0.16102806,0.14168157,0.06643535,0.09986072,0.06918824,0.07774894,0.0608442,0.07466302,0.10371385,0.09825499,0.08780294,0.07442178,0.07602718,0.07920048,0.10590858,0.10662609,0.08458445,0.09088497,0.09045473,0.13656512,0.09019186,0.06813587,0.08636364,0.09966607,0.10798243,0.08062259,0.09400497,0.08209438,0.0845807,0.08792234,0.07265707,0.08292753,0.08716578,0.07951867,0.08655222,0.07967684,0.08915358,0.07832318,0.07033523,0.05388949,0.06898521,0.02640178,0,0.07434999,0.07560812,0.07377396,0.07292961
Prunus,Rosaceae_59,0.07096458,0.07870718,0.07629038,0.06947187,0.07671352,0.07233079,0.07641521,0.07030873,0.06708781,0.07111965,0.08334347,0.06888159,0.080315997,0.07773735,0.09281503,0.02677652,0.11772588,0.08145558,0.08851613,0.06792305,0.06920815,0.06676916,0.06091867,0.10250627,0.11704892,0.12023026,0.09367763,0.08079821,0.07991958,0.10450051,0.10316762,0.07704591,0.07829652,0.08201893,0.093820598,0.07364439,0.06282537,0.0578914,0.08086817,0.08770505,0.07451514,0.07100747,0.06486942,0.06584198,0.06582901,0.06962394,0.06907938,0.06810697,0.07171808,0.06850581,0.06829068,0.07017544,0.07409207,0.07367613,0.07409494,0.08151141,0.08491508,0.07434999,0,0.03207567,0.08220924,0.074150696
Spiraea,Rosaceae_60,0.0749138,0.08533779,0.09098083,0.07121818,0.08318624,0.08461018,0.085424399,0.07455877,0.07179811,0.07307692,0.08781472,0.07228623,0.08139868,0.0743871,0.11659085,0.12175564,0.13605093,0.06800789,0.09173944,0.06082451,0.07115573,0.05879292,0.06807396,0.106787398,0.09952266,0.09824815,0.07711222,0.078654696,0.08074573,0.10521853,0.10704614,0.08377389,0.08920141,0.08876233,0.12538652,0.08457115,0.06435839,0.07298706,0.09432262,0.09879154,0.07911597,0.08132195,0.07445545,0.07739666,0.07849435,0.06752609,0.07920687,0.08028379,0.07624649,0.079485899,0.07512133,0.08097928,0.08176439,0.07275723,0.07797359,0.09427796,0.09771497,0.07560812,0.03207567,0,0.07996874,0.0763618
Schinus,Anacardiaceae_61,0.07006444,0.08484881,0.08761832,0.06092855,0.08419217,0.08140279,0.086736197,0.07229739,0.06403799,0.07068635,0.08191808,0.07313371,0.07816836,0.08227848,0.12702023,0.13046205,0.14951918,0.07089484,0.09583922,0.07586628,0.08220961,0.06886477,0.07469431,0.10929469,0.102536799,0.10097334,0.08352634,0.07795657,0.0806393,0.11376739,0.101013299,0.08015189,0.08432631,0.08626663,0.12275099,0.08710971,0.0689246,0.07191581,0.09528158,0.10114943,0.08215201,0.08487964,0.07411024,0.07826087,0.07971298,0.08101361,0.07577225,0.07993413,0.08328499,0.08011681,0.07189611,0.07972403,0.070372596,0.06793426,0.0789047,0.08961469,0.09593153,0.07377396,0.08220924,0.07996874,0,0.04559882
Cupaniopsis,Sapindaceae_62,0.06720549,0.08181395,0.08413231,0.06024499,0.07991985,0.07899784,0.0844342,0.07120666,0.066077,0.06949807,0.07396534,0.07063104,0.07679231,0.082987298,0.12913446,0.133642495,0.14941905,0.06432261,0.09422428,0.07262596,0.07841341,0.06212957,0.07572816,0.10686905,0.09710936,0.09784846,0.07144397,0.06981534,0.07232563,0.10211592,0.1027442,0.07754494,0.08250371,0.08744331,0.12247363,0.08096392,0.06010144,0.07473171,0.09192971,0.09867452,0.08157482,0.0837289,0.06996569,0.07682992,0.07630964,0.06864564,0.07470747,0.07703585,0.07876712,0.07989312,0.07099481,0.0786396,0.07093596,0.06309096,0.07629162,0.09338029,0.0957939,0.07292961,0.074150696,0.0763618,0.04559882,0
